"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2019","43-520-6352","I T E A Cafe","","","","","709 Bellefonte St","Pittsburgh","PA","15232","2201","Allegheny","(412) 688-8330","581228","Coffee Shops","581228","Coffee Shops","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251505","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2020","17-605-4674","Italian Village Pizza","Eugene","Forrester","Owner","Male","600 Grant St # 9","Pittsburgh","PA","15219","2702","Allegheny","(412) 325-2524","581208","Restaurants","581208","Restaurants","","","581222","Pizza","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Branch","603351016","000000000","2","Verified","000000","$0","22","","No"
"2019","40-198-5628","Italian Village Pizza","","","","","4885 Mcknight Rd # 4","Pittsburgh","PA","15237","3400","Allegheny","(412) 548-3250","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Branch","603351016","000000000","2","Verified","000000","$0","13","","No"
"2019","53-350-2514","Italian Village Pizza","Dave","Winkowski","Site Manager","Male","5037 2nd Ave","Pittsburgh","PA","15207","1679","Allegheny","(412) 521-1900","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Branch","603351016","000000000","2","Verified","000000","$0","19","","No"
"2021","53-350-2514","Italian Village Pizza","Dave","Winkowski","Site Manager","Male","5037 2nd Ave","Pittsburgh","PA","15207","1679","Allegheny","(412) 521-1900","581208","Restaurants","581208","Restaurants","","","581222","Pizza","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Branch","603351016","000000000","2","Verified","000000","$0","19","","No"
"2020","53-350-2514","Italian Village Pizza","Dave","Winkowski","Site Manager","Male","5037 2nd Ave","Pittsburgh","PA","15207","1679","Allegheny","(412) 521-1900","581208","Restaurants","581208","Restaurants","","","581222","Pizza","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Branch","603351016","000000000","2","Verified","000000","$0","19","","No"
"2021","17-605-4674","Italian Village Pizza","Eugene","Forrester","Owner","Male","600 Grant St # 9","Pittsburgh","PA","15219","2702","Allegheny","(412) 566-1398","581208","Restaurants","581208","Restaurants","","","581222","Pizza","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Branch","603351016","000000000","2","Verified","000000","$0","22","","No"
"2019","97-497-8744","Italian Village Pizza","Jack","Miller","Site Manager","Male","2713 Brownsville Rd","Pittsburgh","PA","15227","2047","Allegheny","(412) 881-1400","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00013","$500,000 - 1 Million","$660,000","Private","Branch","603351016","000000000","2","Verified","000000","$0","26","","No"
"2021","40-198-5628","Italian Village Pizza","","","","","4885 Mcknight Rd # 4","Pittsburgh","PA","15237","3400","Allegheny","(412) 548-3250","581208","Restaurants","581208","Restaurants","","","581222","Pizza","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Branch","603351016","000000000","2","Verified","000000","$0","13","","No"
"2020","40-198-5628","Italian Village Pizza","","","","","4885 Mcknight Rd # 4","Pittsburgh","PA","15237","3400","Allegheny","(412) 548-3250","581208","Restaurants","581208","Restaurants","","","581222","Pizza","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Branch","603351016","000000000","2","Verified","000000","$0","13","","No"
