"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2020","42-206-4908","Burgh Sportz Bar","","","","","1000 Airport Blvd","Pittsburgh","PA","15231","1001","Allegheny","(412) 472-5176","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","","No"
"2019","42-206-4908","Burgh Sportz Bar","","","","","1000 Airport Blvd","Pittsburgh","PA","15231","1001","Allegheny","(412) 472-5176","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","","No"
"2020","42-758-4414","Social","Marc","Hourvitz","Partner","Male","6425 Penn Ave","Pittsburgh","PA","15206","4022","Allegheny","(412) 362-1234","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","10","","No"
"2019","42-758-4414","Social","Marc","Hourvitz","Partner","Male","6425 Penn Ave","Pittsburgh","PA","15206","4022","Allegheny","(412) 362-1234","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","10","","No"
"2020","72-232-5383","Social House Seven","","","","","123 7th St","Pittsburgh","PA","15222","3403","Allegheny","(412) 709-6808","581208","Restaurants","581208","Restaurants","","","596104","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","2016","No"
"2021","72-232-5383","Social House Seven","","","","","123 7th St","Pittsburgh","PA","15222","3403","Allegheny","(412) 709-6808","581208","Restaurants","581208","Restaurants","","","596104","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","2016","No"
"2019","72-232-5383","Social House Seven","","","","","123 7th St","Pittsburgh","PA","15222","3403","Allegheny","(412) 709-6808","581208","Restaurants","581208","Restaurants","","","596104","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2021","41-732-6353","Sodexo","Lori","Zwigart","Director","Female","3719 Terrace St # 2053","Pittsburgh","PA","15261","0001","Allegheny","(412) 383-7443","596305","","596305","","","","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","","","","","","","","","","","","","","","","","100 to 249","00120","$5 - 10 Million","$7,587,000","Private","Branch","441301645","000000000","2","Verified","000000","$0","11","","No"
"2020","41-732-6353","Sodexo","Lori","Zwigart","Director","Female","3719 Terrace St # 2053","Pittsburgh","PA","15261","0001","Allegheny","(412) 383-7443","596305","","596305","","","","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","","","","","","","","","","","","","","","","","100 to 249","00120","$5 - 10 Million","$7,587,000","Private","Branch","441301645","000000000","2","Verified","000000","$0","11","","No"
"2019","41-732-6353","Sodexo","Lori","Zwigart","Director","Female","3719 Terrace St # 2053","Pittsburgh","PA","15261","0001","Allegheny","(412) 383-7443","596305","","596305","","","","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","","","","","","","","","","","","","","","","","100 to 249","00120","$5 - 10 Million","$7,587,000","Private","Branch","441301645","000000000","2","Verified","000000","$0","11","","No"
