"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2019","70-665-8125","Crowne Plaza-Pittsburgh West","Bre","Russo","Manager","Male","Pittsburgh Plaza","Pittsburgh","PA","15220","0000","Allegheny","(412) 922-8100","701101","Hotels & Motels","701101","Hotels & Motels","","","581223","","","","","","","","","","","","","","","","","","72111002","Hotels (Except Casino Hotels) And Motels","72111002","Hotels (Except Casino Hotels) And Motels","","","","","","","","","","","","","","","","","","","50 to 99","00050","$10 - 20 Million","$13,792,000","Private","Branch","510184948","245166665","2","Verified","000000","$0","9","","No"
"2020","11-852-8934","Perrytowne Drafthouse","Joan","Martin","Owner","Female","1002 Perry Hwy","Pittsburgh","PA","15237","2109","Allegheny","(412) 367-9610","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","10 to 19","00015","$500,000 - 1 Million","$762,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","32","","No"
"2021","11-852-8934","Perrytowne Drafthouse","Joan","Martin","Owner","Female","1002 Perry Hwy","Pittsburgh","PA","15237","2109","Allegheny","(412) 367-9610","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","10 to 19","00015","$500,000 - 1 Million","$762,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","32","","No"
"2019","11-852-8934","Perrytowne Drafthouse","Joan","Martin","Owner","Female","1002 Perry Hwy","Pittsburgh","PA","15237","2109","Allegheny","(412) 367-9610","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","10 to 19","00015","$500,000 - 1 Million","$762,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","32","","No"
"2020","21-872-3575","Pesaro's Pizza","","","","","4324 Butler St","Pittsburgh","PA","15201","3010","Allegheny","(412) 681-8220","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","","No"
"2021","21-872-3575","Pesaro's Pizza","","","","","4324 Butler St","Pittsburgh","PA","15201","3010","Allegheny","(412) 681-8220","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","","No"
"2019","21-872-3575","Pesaro's Pizza","","","","","4324 Butler St","Pittsburgh","PA","15201","3010","Allegheny","(412) 681-8220","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","","No"
"2021","72-235-3179","Peter Allen's Italian","Pete","Lauterbach","Owner","Male","613 Penn Ave","Pittsburgh","PA","15222","3204","Allegheny","(412) 642-6677","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","36","","No"
"2020","72-235-3179","Peter Allen's Italian","Pete","Lauterbach","Owner","Male","613 Penn Ave","Pittsburgh","PA","15222","3204","Allegheny","(412) 642-6677","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","36","","No"
"2019","72-235-3179","Peter Allen's Italian","Pete","Lauterbach","Owner","Male","613 Penn Ave","Pittsburgh","PA","15222","3204","Allegheny","(412) 642-6677","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","36","","No"
"2021","70-521-7551","Petroff Entertainment Inc","","","","","6229 Saltsburg Rd","Pittsburgh","PA","15235","2067","Allegheny","(412) 704-5843","581208","Restaurants","581208","Restaurants","","","792905","Entertainment Bureaus","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","71119007","Other Performing Arts Companies","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
