"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2021","71-151-4797","Tooky Mills Pub & Restaurant","","","","","9 Depot St","Hillsborough","NH","03244","0000","Hillsborough","(603) 464-6700","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$396,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2020","71-151-4797","Tooky Mills Pub & Restaurant","","","","","9 Depot St","Hillsborough","NH","03244","0000","Hillsborough","(603) 464-6700","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2020","70-740-6549","Tako","","","","","214 6th St","Pittsburgh","PA","15222","3102","Allegheny","(412) 471-8256","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2021","70-740-6549","Tako","","","","","214 6th St","Pittsburgh","PA","15222","3102","Allegheny","(412) 471-8256","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2019","70-740-6549","Tako","","","","","214 6th St","Pittsburgh","PA","15222","3102","Allegheny","(412) 471-8256","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2021","72-442-8205","Talia Cucina & Rosticceria","Melissa","Maffei","General Mgr","Female","425 6th Ave","Pittsburgh","PA","15219","0000","Allegheny","(412) 456-8214","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","2017","No"
"2020","72-442-8205","Talia Cucina & Rosticceria","Melissa","Maffei","General Mgr","Female","425 6th Ave","Pittsburgh","PA","15219","0000","Allegheny","(412) 456-8214","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","2017","No"
"2019","72-442-8205","Talia Cucina & Rosticceria","Melissa","Maffei","General Mgr","Female","425 6th Ave","Pittsburgh","PA","15219","1819","Allegheny","(412) 456-8214","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","","No"
"2021","21-871-5589","Tallulah's Catering","Sean","Conley","President","Male","419 Butler St","Pittsburgh","PA","15223","2106","Allegheny","(412) 782-2130","581212","Caterers","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","72232001","Caterers","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$102,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","","No"
"2020","21-871-5589","Tallulah's Catering","Sean","Conley","President","Male","419 Butler St","Pittsburgh","PA","15223","2106","Allegheny","(412) 782-2130","581212","Caterers","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","72232001","Caterers","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$102,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","","No"
"2019","21-871-5589","Tallulah's Catering","Sean","Conley","President","Male","419 Butler St","Pittsburgh","PA","15223","2106","Allegheny","(412) 782-2130","581212","Caterers","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","72232001","Caterers","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$102,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","","No"
"2020","35-834-6286","Tamarind Flavor Of India","Prasad","Potulalari","Owner","Male","257 N Craig St","Pittsburgh","PA","15213","1584","Allegheny","(412) 605-0500","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","18","","No"
"2021","35-834-6286","Tamarind Flavor Of India","Prasad","Potulalari","Owner","Male","257 N Craig St","Pittsburgh","PA","15213","1584","Allegheny","(412) 605-0500","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","18","","No"
"2019","35-834-6286","Tamarind Flavor Of India","Prasad","Potulalari","Owner","Male","257 N Craig St","Pittsburgh","PA","15213","1584","Allegheny","(412) 605-0500","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","18","","No"
"2020","41-202-4539","Tamarind Savoring India","Prasad","Potluri","Owner","Male","2101 Greentree Rd # B117","Pittsburgh","PA","15220","1451","Allegheny","(412) 278-4848","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","2010","No"
"2021","41-202-4539","Tamarind Savoring India","Prasad","Potluri","Owner","Male","2101 Greentree Rd # B117","Pittsburgh","PA","15220","1451","Allegheny","(412) 278-4848","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","2010","No"
"2019","41-202-4539","Tamarind Savoring India","Prasad","Potluri","Owner","Male","2101 Greentree Rd # B117","Pittsburgh","PA","15220","1451","Allegheny","(412) 278-4848","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","2010","No"
"2021","72-041-5870","Tan Izakaya","","","","","815 S Aiken Ave","Pittsburgh","PA","15232","2209","Allegheny","(412) 688-0188","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2020","72-041-5870","Tan Izakaya","","","","","815 S Aiken Ave","Pittsburgh","PA","15232","2209","Allegheny","(412) 688-0188","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2019","72-041-5870","Tan Izakaya","","","","","815 S Aiken Ave","Pittsburgh","PA","15232","2209","Allegheny","(412) 688-0188","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2021","65-728-5292","Tana Ethiopian Cuisine","","","","","5929 Baum Blvd","Pittsburgh","PA","15206","3807","Allegheny","(412) 665-2770","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","16","2007","No"
"2020","65-728-5292","Tana Ethiopian Cuisine","","","","","5929 Baum Blvd","Pittsburgh","PA","15206","3807","Allegheny","(412) 665-2770","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","16","2007","No"
"2019","65-728-5292","Tana Ethiopian Cuisine","","","","","5929 Baum Blvd","Pittsburgh","PA","15206","3807","Allegheny","(412) 665-2770","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","16","2007","No"
