"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2020","43-355-8116","KAYA","","","","","2000 Smallman St # 9","Pittsburgh","PA","15222","4425","Allegheny","(412) 261-6565","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","10","1995","No"
"2021","43-355-8116","KAYA","","","","","2000 Smallman St # 9","Pittsburgh","PA","15222","4425","Allegheny","(412) 261-6565","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","10","1995","No"
"2019","43-355-8116","KAYA","","","","","2000 Smallman St # 9","Pittsburgh","PA","15222","4425","Allegheny","(412) 261-6565","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","10","1995","No"
"2019","40-420-8198","Kayla's Cafe","","","","","307 North Ave","Pittsburgh","PA","15209","2331","Allegheny","(412) 821-7700","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","","No"
"2021","73-208-5301","KAZI Automotive","","","","","625 W Warrington Ave","Pittsburgh","PA","15226","1032","Allegheny","(412) 709-6467","753801","Automobile Repairing & Service","753801","Automobile Repairing & Service","","","","","","","","","","","","","","","","","","","","","81111104","General Automotive Repair","81111104","General Automotive Repair","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$257,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","","No"
"2020","73-208-5301","KAZI Automotive","","","","","625 W Warrington Ave","Pittsburgh","PA","15226","1032","Allegheny","(412) 709-6467","753801","Automobile Repairing & Service","753801","Automobile Repairing & Service","","","","","","","","","","","","","","","","","","","","","81111104","General Automotive Repair","81111104","General Automotive Repair","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","","No"
"2019","73-208-5301","KAZI Automotive","","","","","625 W Warrington Ave","Pittsburgh","PA","15226","1032","Allegheny","(412) 709-6467","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","","No"
"2020","11-853-1920","Kelly O's Diner","Kelly","O'Conner","Owner","Female","1130 Perry Hwy # 28","Pittsburgh","PA","15237","2132","Allegheny","(412) 364-0473","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","33","","No"
"2021","11-853-1920","Kelly O's Diner","Kelly","O'Conner","Owner","Female","1130 Perry Hwy # 28","Pittsburgh","PA","15237","2132","Allegheny","(412) 364-0473","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","33","","No"
"2019","11-853-1920","Kelly O's Diner","Kelly","O'Conner","Owner","Female","1130 Perry Hwy # 28","Pittsburgh","PA","15237","2132","Allegheny","(412) 364-0473","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","33","","No"
