"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2019","73-309-6024","Pad Thai Noodle","","","","","4770 Liberty Ave","Pittsburgh","PA","15224","2072","Allegheny","(412) 904-1640","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","","No"
"2021","11-831-1737","Page Dairy Mart","Charles","Page","Owner","Male","4600 Carson St","Pittsburgh","PA","15210","3116","Allegheny","(412) 431-0600","541103","Convenience Stores","541103","Convenience Stores","","","581203","Ice Cream Parlors","581208","Restaurants","596104","","","","","","","","","","","","","","44513101","","44513101","","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","20 to 49","00020","$2.5 - 5 Million","$4,132,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","34","1951","No"
"2020","11-831-1737","Page Dairy Mart","Charles","Page","Owner","Male","4600 Carson St","Pittsburgh","PA","15210","3116","Allegheny","(412) 431-0600","541103","Convenience Stores","541103","Convenience Stores","","","581203","Ice Cream Parlors","581208","Restaurants","596104","","","","","","","","","","","","","","44513101","","44513101","","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","20 to 49","00020","$2.5 - 5 Million","$4,132,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","34","1951","No"
"2019","11-831-1737","Page Dairy Mart","Charles","Page","Owner","Male","4600 Carson St","Pittsburgh","PA","15210","3116","Allegheny","(412) 431-0600","541103","Convenience Stores","541103","Convenience Stores","","","581203","Ice Cream Parlors","581208","Restaurants","596104","","","","","","","","","","","","","","44513101","","44513101","","72251512","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","20 to 49","00020","$2.5 - 5 Million","$4,132,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","34","1951","No"
"2020","71-890-4377","Pair Restaurant","","","","","Pair Networks 2403 Sidney St S","Pittsburgh","PA","15203","0000","Allegheny","(412) 381-7247","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2021","71-890-4377","Pair Restaurant","","","","","Pair Networks 2403 Sidney St S","Pittsburgh","PA","15203","0000","Allegheny","(412) 381-7247","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2019","71-890-4377","Pair Restaurant","","","","","Pair Networks 2403 Sidney St S","Pittsburgh","PA","15203","0000","Allegheny","(412) 381-7247","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2021","11-831-1760","Paisanos Pizzeria","Mark","Paisano","Owner","Male","821 E Warrington Ave","Pittsburgh","PA","15210","1559","Allegheny","(412) 381-5530","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","26","","No"
"2020","11-831-1760","Paisanos Pizzeria","Mark","Paisano","Owner","Male","821 E Warrington Ave","Pittsburgh","PA","15210","1559","Allegheny","(412) 381-5530","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","26","","No"
"2019","11-831-1760","Paisanos Pizzeria","Mark","Paisano","Owner","Male","821 E Warrington Ave","Pittsburgh","PA","15210","1559","Allegheny","(412) 381-5530","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","26","","No"
"2021","70-591-8659","Palermo Pizza","","","","","45 Foster Ave","Pittsburgh","PA","15205","2704","Allegheny","(412) 922-9888","581222","Pizza","581222","Pizza","","","581208","Restaurants","421205","Delivery Service","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","48411004","General Freight Trucking, Local","","","","","","","","","","","","","","","5 to 9","00009","Less Than $500,000","$457,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2020","70-591-8659","Palermo Pizza","","","","","45 Foster Ave","Pittsburgh","PA","15205","2704","Allegheny","(412) 922-9888","581222","Pizza","581222","Pizza","","","581208","Restaurants","421205","Delivery Service","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","48411004","General Freight Trucking, Local","","","","","","","","","","","","","","","5 to 9","00009","Less Than $500,000","$457,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
