"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2021","40-423-7797","Chipotle Mexican Grill","","","","","211 Forbes Ave","Pittsburgh","PA","15222","1805","Allegheny","(412) 224-5586","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00021","$1 - 2.5 Million","$1,066,000","Private","Branch","557193513","000000000","2","Verified","000000","$0","12","","No"
"2020","40-423-7797","Chipotle Mexican Grill","","","","","211 Forbes Ave","Pittsburgh","PA","15222","1805","Allegheny","(412) 224-5586","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00021","$1 - 2.5 Million","$1,066,000","Private","Branch","557193513","000000000","2","Verified","000000","$0","12","","No"
"2021","42-170-3189","Chipotle Mexican Grill","Melissa","Blodgett","Regional Mgr","Female","1614 Cochran Rd","Pittsburgh","PA","15220","1001","Allegheny","(412) 379-4846","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00021","$1 - 2.5 Million","$1,066,000","Private","Branch","557193513","000000000","2","Verified","000000","$0","11","","No"
"2020","42-170-3189","Chipotle Mexican Grill","Melissa","Blodgett","Regional Mgr","Female","1614 Cochran Rd","Pittsburgh","PA","15220","1001","Allegheny","(412) 379-4846","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00021","$1 - 2.5 Million","$1,066,000","Private","Branch","557193513","000000000","2","Verified","000000","$0","11","","No"
"2019","42-170-3189","Chipotle Mexican Grill","Melissa","Blodgett","Regional Mgr","Female","1614 Cochran Rd","Pittsburgh","PA","15220","1001","Allegheny","(412) 379-4846","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00021","$1 - 2.5 Million","$1,066,000","Private","Branch","557193513","000000000","2","Verified","000000","$0","11","","No"
"2021","61-901-8716","Chipotle Mexican Grill","Ryan","Rankin","General Mgr","Male","4800 Baum Blvd","Pittsburgh","PA","15213","1306","Allegheny","(412) 621-1993","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00030","$1 - 2.5 Million","$1,523,000","Private","Branch","557193513","000000000","2","Verified","000000","$0","17","2006","No"
"2021","69-609-3426","Chipotle Mexican Grill","Heather","Mc Clain","Manager","Female","4861 Mcknight Rd","Pittsburgh","PA","15237","3405","Allegheny","(412) 367-4902","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00018","$500,000 - 1 Million","$914,000","Private","Branch","557193513","000000000","2","Verified","000000","$0","14","","No"
"2020","71-859-9547","Chipotle Mexican Grill","","","","","1027 Freeport Rd","Pittsburgh","PA","15238","3101","Allegheny","(412) 406-8538","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","737505","Online Services","581212","Caterers","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","51781012","","72232001","Caterers","","","","","","","","","","","","","20 to 49","00021","$1 - 2.5 Million","$1,066,000","Private","Branch","557193513","000000000","2","Verified","000000","$0","7","","No"
"2019","71-859-9547","Chipotle Mexican Grill","","","","","1027 Freeport Rd","Pittsburgh","PA","15238","3101","Allegheny","(412) 406-8538","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","737505","Online Services","581212","Caterers","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","51781012","","72232001","Caterers","","","","","","","","","","","","","20 to 49","00021","$1 - 2.5 Million","$1,066,000","Private","Branch","557193513","000000000","2","Verified","000000","$0","7","","No"
"2021","71-640-2716","Chipotle Mexican Grill","","","","","3615 Forbes Ave","Pittsburgh","PA","15213","3406","Allegheny","(412) 621-1557","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00021","$1 - 2.5 Million","$1,066,000","Private","Branch","557193513","000000000","2","Verified","000000","$0","7","","No"
