"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2021","74-067-3888","Defer Coffee","Matt","Meritti","Owner","Male","2002 Smallman St","Pittsburgh","PA","15222","4428","Allegheny","(412) 209-2226","581228","Coffee Shops","581228","Coffee Shops","","","","","","","","","","","","","","","","","","","","","72251505","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","4","2019","No"
"2020","74-067-3888","Defer Coffee","Matt","Meritti","Owner","Male","2002 Smallman St","Pittsburgh","PA","15222","4428","Allegheny","(412) 209-2226","581228","Coffee Shops","581228","Coffee Shops","","","","","","","","","","","","","","","","","","","","","72251505","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","4","2019","No"
"2019","74-067-3888","Defer Coffee","Matt","Meritti","Owner","Male","2002 Smallman St","Pittsburgh","PA","15222","4428","Allegheny","(412) 209-2226","581228","Coffee Shops","581228","Coffee Shops","","","","","","","","","","","","","","","","","","","","","72251505","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","4","2019","No"
"2020","56-475-7862","Degiroma Inc","August","Rocco","Owner","Male","7105 Harrison Ave","Pittsburgh","PA","15218","2022","Allegheny","(412) 243-4268","581301","Bars","581301","Bars","","","","","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$117,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","23","","No"
"2019","56-475-7862","Degiroma Inc","August","Rocco","Owner","Male","7105 Harrison Ave","Pittsburgh","PA","15218","2022","Allegheny","(412) 243-4268","581301","Bars","581301","Bars","","","","","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","1 to 4","00002","Less Than $500,000","$117,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","23","","No"
"2019","70-639-8465","Del's 80 Cafe","","","","","807 Glass Run Rd","Pittsburgh","PA","15227","4144","Allegheny","(412) 668-0044","581208","Restaurants","581208","Restaurants","","","581228","Coffee Shops","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2021","11-815-7221","Delallo's Restaurant-Catering","Dave","Delallo","Owner","Male","91 Fort Couch Rd","Pittsburgh","PA","15241","1052","Allegheny","(412) 835-4320","581208","Restaurants","581208","Restaurants","","","581212","Caterers","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","","","20 to 49","00040","$1 - 2.5 Million","$2,030,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","1984","No"
"2020","11-815-7221","Delallo's Restaurant-Catering","Dave","Delallo","Owner","Male","91 Fort Couch Rd","Pittsburgh","PA","15241","1052","Allegheny","(412) 835-4320","581208","Restaurants","581208","Restaurants","","","581212","Caterers","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","","","20 to 49","00040","$1 - 2.5 Million","$2,030,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","1984","No"
"2019","11-815-7221","Delallo's Restaurant-Catering","Dave","Delallo","Owner","Male","91 Fort Couch Rd","Pittsburgh","PA","15241","1033","Allegheny","(412) 835-4320","581208","Restaurants","581208","Restaurants","","","581223","","581212","Caterers","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","72232001","Caterers","","","","","","","","","","","","","","","20 to 49","00040","$1 - 2.5 Million","$2,030,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","14","1984","No"
"2020","72-696-9227","Delallos Cafe","Dave","Delallos","Owner","Male","91 Fort Couch Rd","Pittsburgh","PA","15241","1052","Allegheny","(412) 835-4320","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","1970","No"
