"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2020","21-872-5885","Buca Di Beppo","Guy","Chappie","Partner","Male","6600 Robinson Center Dr","Pittsburgh","PA","15205","4862","Allegheny","(412) 788-8444","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","581212","Caterers","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Branch","439536821","908024953","2","Verified","000000","$0","21","","No"
"2021","21-872-5885","Buca Di Beppo","Guy","Chappie","Partner","Male","6600 Robinson Center Dr","Pittsburgh","PA","15205","4862","Allegheny","(412) 788-8444","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","581212","Caterers","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Branch","439536821","908024953","2","Verified","000000","$0","21","","No"
"2021","43-317-0090","Buca Di Beppo","Josh","Jakub","Manager","Male","3 E Station Square Dr","Pittsburgh","PA","15219","0000","Allegheny","(412) 471-9463","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","581212","Caterers","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","50 to 99","00070","$2.5 - 5 Million","$3,553,000","Private","Branch","439536821","908024953","2","Verified","000000","$0","10","","No"
"2020","43-317-0090","Buca Di Beppo","Josh","Jakub","Manager","Male","3 E Station Square Dr","Pittsburgh","PA","15219","0000","Allegheny","(412) 471-9463","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","581212","Caterers","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","50 to 99","00070","$2.5 - 5 Million","$3,553,000","Private","Branch","439536821","908024953","2","Verified","000000","$0","10","","No"
"2019","43-317-0090","Buca Di Beppo","Mark","Miller","Manager","Male","3 E Station Square Dr","Pittsburgh","PA","15219","0000","Allegheny","(412) 471-9463","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","581212","Caterers","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","50 to 99","00070","$2.5 - 5 Million","$3,553,000","Private","Branch","439536821","908024953","2","Verified","000000","$0","10","","No"
"2019","21-872-5885","Buca Di Beppo","Guy","Chappie","Partner","Male","6600 Robinson Center Dr","Pittsburgh","PA","15205","4862","Allegheny","(412) 788-8444","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","581223","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Branch","439536821","908024953","2","Verified","000000","$0","21","","No"
"2021","72-229-1496","Buckhead Saloon Pittsburgh","Sean","Moore","Manager","Male","225 W Station Square Dr","Pittsburgh","PA","15219","1174","Allegheny","(412) 232-3101","581301","Bars","581301","Bars","","","","","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","20 to 49","00035","$1 - 2.5 Million","$2,043,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","1970","No"
"2020","72-229-1496","Buckhead Saloon Pittsburgh","Sean","Moore","Manager","Male","225 W Station Square Dr","Pittsburgh","PA","15219","1174","Allegheny","(412) 232-3101","581301","Bars","581301","Bars","","","","","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","20 to 49","00035","Less Than $500,000","$176,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","1970","No"
"2019","72-229-1496","Buckhead Saloon Pittsburgh","Sean","Moore","Manager","Male","225 W Station Square Dr","Pittsburgh","PA","15219","1174","Allegheny","(412) 232-3101","581301","Bars","581301","Bars","","","","","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$176,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2021","40-436-8366","Buffalo Wild Wings Grill & Bar","Andrew","Pleskovich","Manager","Male","3469 William Penn Hwy","Pittsburgh","PA","15235","5431","Allegheny","(412) 824-1720","581208","Restaurants","581208","Restaurants","","","581301","Bars","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","50 to 99","00050","$2.5 - 5 Million","$2,538,000","Private","Branch","214490476","713021755","2","Verified","000000","$0","12","","No"
