"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2021","83-192-1465","Demore Pizzeria LLC","Sharon","De More","Owner","Female","1256 Evergreen Ave","Millvale","PA","15209","1908","Allegheny","(412) 821-4330","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2020","83-192-1465","Demore Pizzeria LLC","Sharon","De More","Owner","Female","1256 Evergreen Ave","Millvale","PA","15209","1908","Allegheny","(412) 821-4330","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2020","30-777-9934","Lombardozzi's Restaurant","Antonio","Lombardozzi","Owner","Male","4786 Liberty Ave","Pittsburgh","PA","15224","2090","Allegheny","(412) 682-5785","581208","Restaurants","581208","Restaurants","","","581212","Caterers","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","","","1 to 4","00003","$500,000 - 1 Million","$965,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2021","30-777-9934","Lombardozzi's Restaurant","Antonio","Lombardozzi","Owner","Male","4786 Liberty Ave","Pittsburgh","PA","15224","2090","Allegheny","(412) 682-5785","581208","Restaurants","581208","Restaurants","","","581212","Caterers","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2019","30-777-9934","Lombardozzi's Restaurant","Antonio","Lombardozzi","Owner","Male","4786 Liberty Ave","Pittsburgh","PA","15224","2090","Allegheny","(412) 682-5785","581208","Restaurants","581208","Restaurants","","","581223","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","10 to 19","00019","$500,000 - 1 Million","$965,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2021","94-631-1180","Lone Star Steakhouse","Jason","Meneely","Site Manager","Male","120 Andrew Dr","Pittsburgh","PA","15275","1200","Allegheny","(412) 494-9990","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","50 to 99","00075","$2.5 - 5 Million","$3,807,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","","No"
"2020","94-631-1180","Lone Star Steakhouse","Jason","Meneely","Site Manager","Male","120 Andrew Dr","Pittsburgh","PA","15275","1200","Allegheny","(412) 494-9990","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","50 to 99","00075","$2.5 - 5 Million","$3,807,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","","No"
"2020","11-850-3341","Long John Silver's","Patricia","Bailey","Site Manager","Female","300 Rodi Rd","Pittsburgh","PA","15235","3318","Allegheny","(412) 731-5557","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00022","$1 - 2.5 Million","$1,117,000","Private","Branch","416058035","007520406","2","Verified","000000","$0","39","","No"
"2021","11-850-3341","Long John Silver's","Patricia","Bailey","Site Manager","Female","300 Rodi Rd","Pittsburgh","PA","15235","3318","Allegheny","(412) 731-5557","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00022","$1 - 2.5 Million","$1,117,000","Private","Branch","416058035","007520406","2","Verified","000000","$0","39","","No"
"2019","11-850-3341","Long John Silver's","Patricia","Bailey","Site Manager","Female","300 Rodi Rd","Pittsburgh","PA","15235","3318","Allegheny","(412) 731-5557","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","20 to 49","00022","$1 - 2.5 Million","$1,117,000","Private","Branch","416058035","007520406","2","Verified","000000","$0","39","","No"
