"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2021","23-466-8887","Birmingham Bridge Tavern","John T","Hauck","Owner","Male","2901 Sarah St","Pittsburgh","PA","15203","2327","Allegheny","(412) 381-2739","581208","Restaurants","581208","Restaurants","","","581301","Bars","509201","Balloons-Novelty & Toy-Wholesale","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","42392003","Toy And Hobby Goods And Supplies Merchant Wholesal","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","","No"
"2020","23-466-8887","Birmingham Bridge Tavern","John T","Hauck","Owner","Male","2901 Sarah St","Pittsburgh","PA","15203","2327","Allegheny","(412) 381-2739","581208","Restaurants","581208","Restaurants","","","581301","Bars","509201","Balloons-Novelty & Toy-Wholesale","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","42392003","Toy And Hobby Goods And Supplies Merchant Wholesal","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","","No"
"2019","23-466-8887","Birmingham Bridge Tavern","John T","Hauck","Owner","Male","2901 Sarah St","Pittsburgh","PA","15203","2327","Allegheny","(412) 381-2739","581208","Restaurants","581208","Restaurants","","","581301","Bars","509201","Balloons-Novelty & Toy-Wholesale","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","42392003","Toy And Hobby Goods And Supplies Merchant Wholesal","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","","No"
"2021","60-962-2402","Bistro 19","Josephine","De Francis","Owner","Female","850 Boyce Rd # 10","Bridgeville","PA","15017","1541","Allegheny","(412) 306-1919","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","17","","No"
"2020","60-962-2402","Bistro 19","Josephine","De Francis","Owner","Female","711 Washington Rd","Pittsburgh","PA","15228","2004","Allegheny","(412) 306-1919","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","17","","No"
"2019","60-962-2402","Bistro 19","Josephine","De Francis","Owner","Female","711 Washington Rd","Pittsburgh","PA","15228","2004","Allegheny","(412) 306-1919","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","17","","No"
"2019","70-056-4489","Bistro 9101","Sean","Minahan","Manager","Male","9101 Perry Hwy","Pittsburgh","PA","15237","5440","Allegheny","(412) 318-4871","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2021","64-348-1690","Bistro To Go LLC","Brett","Self","President","Male","415 E Ohio St # A","Pittsburgh","PA","15212","5570","Allegheny","(412) 231-0218","581208","Restaurants","581208","Restaurants","","","581212","Caterers","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","","","10 to 19","00010","$500,000 - 1 Million","$508,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","15","","No"
"2020","64-348-1690","Bistro To Go LLC","Brett","Self","President","Male","415 E Ohio St # A","Pittsburgh","PA","15212","5570","Allegheny","(412) 231-0218","581208","Restaurants","581208","Restaurants","","","581212","Caterers","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","","","10 to 19","00010","$500,000 - 1 Million","$508,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","15","","No"
"2019","64-348-1690","Bistro To Go LLC","Brett","Self","President","Male","415 E Ohio St # A","Pittsburgh","PA","15212","5570","Allegheny","(412) 231-0218","581208","Restaurants","581208","Restaurants","","","581212","Caterers","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","","","","","","","","","","","","","","","","","10 to 19","00010","$500,000 - 1 Million","$508,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","15","","No"
"2021","71-045-8239","Bj's Restaurant & Brewhouse","Logan","Schneider","General Mgr","Male","8970 Covenant Ave","Pittsburgh","PA","15237","5959","Allegheny","(412) 748-1470","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","581301","Bars","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","100 to 249","00100","$5 - 10 Million","$6,141,000","Private","Branch","452171317","000000000","2","Verified","000000","$0","8","2015","No"
"2020","71-045-8239","Bj's Restaurant & Brewhouse","Logan","Schneider","General Mgr","Male","8970 Covenant Ave","Pittsburgh","PA","15237","5959","Allegheny","(412) 748-1470","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","100 to 249","00100","$5 - 10 Million","$5,075,000","Private","Branch","452171317","000000000","2","Verified","000000","$0","8","2015","No"
"2019","71-045-8239","Bj's Restaurant & Brewhouse","Logan","Schneider","General Mgr","Male","8970 Covenant Ave","Pittsburgh","PA","15237","5959","Allegheny","(412) 748-1470","581208","Restaurants","581208","Restaurants","","","581222","Pizza","208201","Brewers (Mfrs)","581305","Pubs","581206","Foods-Carry Out","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","31212002","Breweries","72241008","Drinking Places (Alcoholic Beverages)","72251301","Limited-Service Restaurants","","","","","","","","","","","100 to 249","00100","$5 - 10 Million","$5,075,000","Private","Branch","452171317","000000000","2","Verified","000000","$0","8","2015","No"
"2021","71-543-3312","Black Forge Coffee House","Ashley","Corts","Owner","Female","1206 Arlington Ave","Pittsburgh","PA","15210","1761","Allegheny","(412) 291-8994","581228","Coffee Shops","581228","Coffee Shops","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251505","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2020","71-543-3312","Black Forge Coffee House","Ashley","Corts","Owner","Female","1206 Arlington Ave","Pittsburgh","PA","15210","1761","Allegheny","(412) 291-8994","581228","Coffee Shops","581228","Coffee Shops","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251505","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2019","71-543-3312","Black Forge Coffee House","Ashley","Corts","Owner","Female","1206 Arlington Ave","Pittsburgh","PA","15210","1761","Allegheny","(412) 291-8994","581208","Restaurants","581208","Restaurants","","","581228","Coffee Shops","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
