"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2019","48-422-7137","Buongiorno Cafe","Louis","Martorella","Owner","Male","6 Smithfield St","Pittsburgh","PA","15222","2202","Allegheny","(412) 471-9048","581208","Restaurants","581208","Restaurants","","","581230","","581230","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","19","","No"
"2019","89-984-1027","Greenfield Vocelli Pizza","Strdar","Perciner","Site Manager","Male","4235 Murray Ave","Pittsburgh","PA","15217","2903","Allegheny","(412) 421-1515","581222","Pizza","581222","Pizza","","","581208","Restaurants","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","10 to 19","00011","$500,000 - 1 Million","$559,000","Private","Branch","484230818","000000000","2","Verified","000000","$0","28","","No"
"2021","24-495-6652","Trolley Barn Eatery","Bill","Reffner","Owner","Male","3360 Library Rd # 4","Castle Shannon","PA","15234","2601","Allegheny","(412) 881-7880","581212","Caterers","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","72232001","Caterers","","","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","19","","No"
"2020","24-495-6652","Trolley Barn Eatery","Bill","Reffner","Owner","Male","3360 Library Rd # 4","Castle Shannon","PA","15234","2601","Allegheny","(412) 881-7880","581212","Caterers","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","72232001","Caterers","","","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","19","","No"
"2019","24-495-6652","Trolley Barn Eatery","Bill","Reffner","Owner","Male","3360 Library Rd # 4","Pittsburgh","PA","15234","2601","Allegheny","(412) 881-7880","581212","Caterers","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","72232001","Caterers","","","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","19","","No"
"2021","74-387-1818","True Pizzeria & Lounge","","","","","5474 Campbells Run Rd","Pittsburgh","PA","15205","1026","Allegheny","(412) 747-4949","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","4","","No"
"2020","74-387-1818","True Pizzeria & Lounge","","","","","5474 Campbells Run Rd","Pittsburgh","PA","15205","1026","Allegheny","(412) 747-4949","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","4","","No"
"2019","74-387-1818","True Pizzeria & Lounge","","","","","5474 Campbells Run Rd","Pittsburgh","PA","15205","1026","Allegheny","(412) 747-4949","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","","$0","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","4","","No"
"2021","73-138-8258","Tswirl Crepes","Tom","Chen","Owner","Male","1714 Murray Ave","Pittsburgh","PA","15217","1604","Allegheny","(412) 586-7663","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","","No"
"2020","73-138-8258","Tswirl Crepes","Tom","Chen","Owner","Male","1714 Murray Ave","Pittsburgh","PA","15217","1604","Allegheny","(412) 586-7663","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","","No"
"2019","73-138-8258","Tswirl Crepes","Tom","Chen","Owner","Male","1714 Murray Ave","Pittsburgh","PA","15217","1604","Allegheny","(412) 586-7663","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","6","","No"
"2021","40-423-7891","Tucci's","","","","","4624 Liberty Ave","Pittsburgh","PA","15224","1930","Allegheny","(412) 918-1738","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","","No"
"2020","40-423-7891","Tucci's","","","","","4624 Liberty Ave","Pittsburgh","PA","15224","1930","Allegheny","(412) 918-1738","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","","No"
"2020","40-458-6038","Tuesday Morning","","","","","3430 William Penn Hwy","Pittsburgh","PA","15235","5411","Allegheny","(412) 825-3262","594712","Gift Shops","594712","Gift Shops","","","563215","Accessories-Fashion","571201","Furniture-Outdoor","571210","Bedding","563211","Gifts-Specialty","581208","Restaurants","","","","","","","","","45942013","","45942013","","45811032","","44911016","","44911003","","","","72251117","Full-Service Restaurants","","","","","","","","","5 to 9","00009","$500,000 - 1 Million","$727,000","Private","Branch","160686333","000000000","2","Verified","000000","$0","11","","No"
"2019","40-458-6038","Tuesday Morning","","","","","3430 William Penn Hwy","Pittsburgh","PA","15235","5411","Allegheny","(412) 825-3262","594712","Gift Shops","594712","Gift Shops","","","563215","Accessories-Fashion","571201","Furniture-Outdoor","571210","Bedding","563211","Gifts-Specialty","581208","Restaurants","","","","","","","","","45942013","","45942013","","45811032","","44911016","","44911003","","","","72251117","Full-Service Restaurants","","","","","","","","","5 to 9","00009","$500,000 - 1 Million","$727,000","Private","Branch","160686333","000000000","2","Verified","000000","$0","11","","No"
