"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2021","40-143-0373","Dunkin'","","","","","4578 Browns Hill Rd","Pittsburgh","PA","15217","2917","Allegheny","(412) 421-1560","546105","Doughnuts","546105","Doughnuts","","","546101","Bagels","581228","Coffee Shops","546102","Bakers-Retail","","","","","","","","","","","","","72251510","Snack And Nonalcoholic Beverage Bars","72251510","Snack And Nonalcoholic Beverage Bars","72251502","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","31181102","Retail Bakeries","","","","","","","","","","","","","10 to 19","00012","Less Than $500,000","$473,000","Private","Branch","214490476","307608455","2","Verified","000000","$0","13","","No"
"2020","40-143-0373","Dunkin'","","","","","4578 Browns Hill Rd","Pittsburgh","PA","15217","2917","Allegheny","(412) 421-1560","546105","Doughnuts","546105","Doughnuts","","","546101","Bagels","581228","Coffee Shops","546102","Bakers-Retail","","","","","","","","","","","","","72251510","Snack And Nonalcoholic Beverage Bars","72251510","Snack And Nonalcoholic Beverage Bars","72251502","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","31181102","Retail Bakeries","","","","","","","","","","","","","10 to 19","00012","Less Than $500,000","$473,000","Private","Branch","902093095","307608455","2","Verified","000000","$0","13","","No"
"2021","40-169-6952","Dunkin'","","","","","3907 Forbes Ave","Pittsburgh","PA","15213","3507","Allegheny","(412) 687-1308","546105","Doughnuts","546105","Doughnuts","","","546101","Bagels","581228","Coffee Shops","546102","Bakers-Retail","","","","","","","","","","","","","72251510","Snack And Nonalcoholic Beverage Bars","72251510","Snack And Nonalcoholic Beverage Bars","72251502","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","31181102","Retail Bakeries","","","","","","","","","","","","","10 to 19","00012","Less Than $500,000","$473,000","Private","Branch","214490476","307608455","2","Verified","000000","$0","13","","No"
"2020","40-169-6952","Dunkin'","","","","","3907 Forbes Ave","Pittsburgh","PA","15213","3507","Allegheny","(412) 687-1308","546105","Doughnuts","546105","Doughnuts","","","546101","Bagels","581228","Coffee Shops","546102","Bakers-Retail","","","","","","","","","","","","","72251510","Snack And Nonalcoholic Beverage Bars","72251510","Snack And Nonalcoholic Beverage Bars","72251502","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","31181102","Retail Bakeries","","","","","","","","","","","","","10 to 19","00012","Less Than $500,000","$473,000","Private","Branch","902093095","307608455","2","Verified","000000","$0","13","","No"
"2019","40-169-6952","Dunkin'","","","","","3907 Forbes Ave","Pittsburgh","PA","15213","3507","Allegheny","(412) 687-1308","546105","Doughnuts","546105","Doughnuts","","","546101","Bagels","581228","Coffee Shops","546102","Bakers-Retail","","","","","","","","","","","","","72251510","Snack And Nonalcoholic Beverage Bars","72251510","Snack And Nonalcoholic Beverage Bars","72251502","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","31181102","Retail Bakeries","","","","","","","","","","","","","10 to 19","00012","Less Than $500,000","$473,000","Private","Branch","902093095","307608455","2","Verified","000000","$0","13","","No"
"2019","40-313-7692","Dunkin'","","","","","360 Curry Hollow Rd","Pittsburgh","PA","15236","4621","Allegheny","(412) 653-1638","546105","Doughnuts","546105","Doughnuts","","","581208","Restaurants","581228","Coffee Shops","546101","Bagels","","","","","","","","","","","","","72251510","Snack And Nonalcoholic Beverage Bars","72251510","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","72251505","Snack And Nonalcoholic Beverage Bars","72251502","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","20 to 49","00035","$1 - 2.5 Million","$1,379,000","Private","Branch","902093095","307608455","2","Verified","000000","$0","13","","No"
"2021","40-334-3877","Dunkin'","Patrick","Burns","Manager","Male","601 Grant St # 140","Pittsburgh","PA","15219","4410","Allegheny","(412) 281-4070","546105","Doughnuts","546105","Doughnuts","","","546101","Bagels","581228","Coffee Shops","","","","","","","","","","","","","","","72251510","Snack And Nonalcoholic Beverage Bars","72251510","Snack And Nonalcoholic Beverage Bars","72251502","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","20 to 49","00020","$500,000 - 1 Million","$788,000","Private","Branch","214490476","307608455","2","Verified","000000","$0","13","","No"
"2020","40-334-3877","Dunkin'","Patrick","Burns","Manager","Male","601 Grant St # 140","Pittsburgh","PA","15219","4410","Allegheny","(412) 281-4070","546105","Doughnuts","546105","Doughnuts","","","546101","Bagels","581228","Coffee Shops","","","","","","","","","","","","","","","72251510","Snack And Nonalcoholic Beverage Bars","72251510","Snack And Nonalcoholic Beverage Bars","72251502","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","20 to 49","00020","$500,000 - 1 Million","$788,000","Private","Branch","902093095","307608455","2","Verified","000000","$0","13","","No"
"2019","40-334-3877","Dunkin'","Patrick","Burns","Manager","Male","601 Grant St # 140","Pittsburgh","PA","15219","4410","Allegheny","(412) 281-4070","546105","Doughnuts","546105","Doughnuts","","","546101","Bagels","581228","Coffee Shops","","","","","","","","","","","","","","","72251510","Snack And Nonalcoholic Beverage Bars","72251510","Snack And Nonalcoholic Beverage Bars","72251502","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","20 to 49","00020","$500,000 - 1 Million","$788,000","Private","Branch","902093095","307608455","2","Verified","000000","$0","13","","No"
"2021","42-594-0762","Dunkin'","","","","","2150 Brownsville Rd # 150","Pittsburgh","PA","15210","4273","Allegheny","(412) 881-1394","546105","Doughnuts","546105","Doughnuts","","","581228","Coffee Shops","546101","Bagels","","","","","","","","","","","","","","","72251510","Snack And Nonalcoholic Beverage Bars","72251510","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","72251502","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","10 to 19","00012","Less Than $500,000","$473,000","Private","Branch","214490476","307608455","2","Verified","000000","$0","10","","No"
