"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2020","43-477-2974","Leona's LLC","Katie","Heldstab","Owner","Female","5705 Hays St","Pittsburgh","PA","15206","2413","Allegheny","Not Available","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","","","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2021","43-477-2974","Leona's LLC","Katie","Heldstab","Owner","Female","5705 Hays St","Pittsburgh","PA","15206","2413","Allegheny","Not Available","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","999966","Federal Government Contractors","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","99999005","Unclassified Establishments","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$356,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2019","43-477-2974","Leona's LLC","Katie","Heldstab","Owner","Female","5705 Hays St","Pittsburgh","PA","15206","2413","Allegheny","Not Available","581203","Ice Cream Parlors","581203","Ice Cream Parlors","","","","","","","","","","","","","","","","","","","","","72251512","Snack And Nonalcoholic Beverage Bars","72251512","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2020","43-435-7944","Liberty Avenue Trading Co LLC","","","","","1324 Columbus Ave","Pittsburgh","PA","15233","1207","Allegheny","Not Available","581220","Restaurant Management","581220","Restaurant Management","","","","","","","","","","","","","","","","","","","","","72231009","Food Service Contractors","72231009","Food Service Contractors","","","","","","","","","","","","","","","","","","","10 to 19","00011","$500,000 - 1 Million","$559,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2021","43-435-7944","Liberty Avenue Trading Co LLC","","","","","1324 Columbus Ave","Pittsburgh","PA","15233","1207","Allegheny","Not Available","581220","Restaurant Management","581220","Restaurant Management","","","","","","","","","","","","","","","","","","","","","72231009","Food Service Contractors","72231009","Food Service Contractors","","","","","","","","","","","","","","","","","","","10 to 19","00011","$500,000 - 1 Million","$559,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2019","43-435-7944","Liberty Avenue Trading Co LLC","","","","","1324 Columbus Ave","Pittsburgh","PA","15233","1207","Allegheny","Not Available","581220","Restaurant Management","581220","Restaurant Management","","","","","","","","","","","","","","","","","","","","","72231009","Food Service Contractors","72231009","Food Service Contractors","","","","","","","","","","","","","","","","","","","10 to 19","00011","$500,000 - 1 Million","$559,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2021","66-728-5019","Library","Jeff","Brungo","Owner","Male","2302 E Carson St","Pittsburgh","PA","15203","2110","Allegheny","(412) 381-0517","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","15","","No"
"2020","66-728-5019","Library","Jeff","Brungo","Owner","Male","2302 E Carson St","Pittsburgh","PA","15203","2110","Allegheny","(412) 381-0517","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","15","","No"
"2019","66-728-5019","Library","Jeff","Brungo","Owner","Male","2302 E Carson St","Pittsburgh","PA","15203","2110","Allegheny","(412) 381-0517","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","15","","No"
"2020","58-872-7354","Lidia's","Mark","Bracalielly","General Mgr","Male","1400 Smallman St","Pittsburgh","PA","15222","4306","Allegheny","(412) 552-0150","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","50 to 99","00060","$2.5 - 5 Million","$3,045,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","22","2001","No"
