"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2021","72-044-5635","Mjs Foods LLC","","","","","917 Butler St # 8","Pittsburgh","PA","15223","1303","Allegheny","Not Available","581220","Restaurant Management","581220","Restaurant Management","","","","","","","","","","","","","","","","","","","","","72231009","Food Service Contractors","72231009","Food Service Contractors","","","","","","","","","","","","","","","","","","","10 to 19","00011","$500,000 - 1 Million","$559,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2020","21-945-5086","Mm Mm Pizza","Dana","Carlson","Owner","Female","5001 Curry Rd","Pittsburgh","PA","15236","2569","Allegheny","(412) 885-1005","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","20","","No"
"2021","21-945-5086","Mm Mm Pizza","Dana","Carlson","Owner","Female","5001 Curry Rd","Pittsburgh","PA","15236","2569","Allegheny","(412) 885-1005","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","20","","No"
"2019","21-945-5086","Mm Mm Pizza","Dana","Carlson","Owner","Female","5208 Clairton Blvd","Pittsburgh","PA","15236","2711","Allegheny","(412) 885-1005","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00012","$500,000 - 1 Million","$609,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","20","","No"
"2020","94-625-7300","Modern Restaurant Cafe & Bar","Irene","Zotis","Owner","Female","862 Western Ave","Pittsburgh","PA","15233","1716","Allegheny","(412) 321-4550","581301","Bars","581301","Bars","","","581208","Restaurants","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$176,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","","No"
"2021","94-625-7300","Modern Restaurant Cafe & Bar","Irene","Zotis","Owner","Female","862 Western Ave","Pittsburgh","PA","15233","1716","Allegheny","(412) 321-4550","581301","Bars","581301","Bars","","","581208","Restaurants","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$176,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","","No"
"2019","94-625-7300","Modern Restaurant Cafe & Bar","Irene","Zotis","Owner","Female","862 Western Ave","Pittsburgh","PA","15233","1716","Allegheny","(412) 321-4550","581301","Bars","581301","Bars","","","581208","Restaurants","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$176,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","","No"
"2021","43-986-9600","Moe's Lounge & Grill","","","","","","Pittsburgh","PA","15235","0000","Allegheny","(412) 229-8045","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2020","43-986-9600","Moe's Lounge & Grill","","","","","","Pittsburgh","PA","15235","0000","Allegheny","(412) 229-8045","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2019","43-986-9600","Moe's Lounge & Grill","","","","","","Pittsburgh","PA","15235","0000","Allegheny","(412) 229-8045","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2021","35-879-8528","Moe's Southwest Grill","Jasbir S","Makar","Owner","Male","5432 Campbells Run Rd # 39srun","Pittsburgh","PA","15205","1026","Allegheny","(412) 788-4885","581208","Restaurants","581208","Restaurants","","","581212","Caterers","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","20 to 49","00025","$1 - 2.5 Million","$1,269,000","Private","Branch","214490476","587792623","2","Verified","000000","$0","18","","No"
"2021","66-687-0159","Moe's Southwest Grill","","","","","210 Forbes Ave","Pittsburgh","PA","15222","1806","Allegheny","(412) 224-4422","581208","Restaurants","581208","Restaurants","","","581212","Caterers","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Branch","214490476","587792623","2","Verified","000000","$0","15","","No"
"2021","74-788-3408","Moe's Southwest Grill","","","","","3616 5th Ave","Pittsburgh","PA","15213","3404","Allegheny","(412) 227-8382","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00015","Less Than $500,000","$406,000","Private","Branch","214490476","587792623","2","Verified","000000","$0","3","2020","No"
"2020","66-687-0159","Moe's Southwest Grill","","","","","210 Forbes Ave","Pittsburgh","PA","15222","1806","Allegheny","(412) 224-4422","581208","Restaurants","581208","Restaurants","","","581212","Caterers","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Branch","214490476","587792623","2","Verified","000000","$0","15","","No"
"2019","66-687-0159","Moe's Southwest Grill","","","","","210 Forbes Ave","Pittsburgh","PA","15222","1806","Allegheny","(412) 224-4422","581208","Restaurants","581208","Restaurants","","","581212","Caterers","581251","","581206","Foods-Carry Out","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","","","72251301","Limited-Service Restaurants","","","","","","","","","","","","","20 to 49","00020","$1 - 2.5 Million","$1,015,000","Private","Branch","214490476","587792623","2","Verified","000000","$0","15","","No"
"2020","35-879-8528","Moe's Southwest Grill","Jasbir S","Makar","Owner","Male","5432 Campbells Run Rd # 39srun","Pittsburgh","PA","15205","1026","Allegheny","(412) 788-4885","581208","Restaurants","581208","Restaurants","","","581212","Caterers","581206","Foods-Carry Out","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","20 to 49","00025","$1 - 2.5 Million","$1,269,000","Private","Branch","214490476","587792623","2","Verified","000000","$0","18","","No"
"2019","35-879-8528","Moe's Southwest Grill","Jasbir S","Makar","Owner","Male","5432 Campbells Run Rd # 39srun","Pittsburgh","PA","15205","1026","Allegheny","(412) 788-4885","581208","Restaurants","581208","Restaurants","","","581212","Caterers","581251","","581206","Foods-Carry Out","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72232001","Caterers","","","72251301","Limited-Service Restaurants","","","","","","","","","","","","","20 to 49","00025","$1 - 2.5 Million","$1,269,000","Private","Branch","214490476","587792623","2","Verified","000000","$0","18","","No"
"2021","30-322-7375","Mohan's Restaurant","Charles","Mohan","Owner","Male","7324 Saltsburg Rd","Pittsburgh","PA","15235","2201","Allegheny","(412) 793-3121","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","20 to 49","00030","$1 - 2.5 Million","$1,523,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2020","30-322-7375","Mohan's Restaurant","Charles","Mohan","Owner","Male","7324 Saltsburg Rd","Pittsburgh","PA","15235","2201","Allegheny","(412) 793-3121","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","20 to 49","00030","$1 - 2.5 Million","$1,523,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2019","30-322-7375","Mohan's Restaurant","Charles","Mohan","Owner","Male","7324 Saltsburg Rd","Pittsburgh","PA","15235","2201","Allegheny","(412) 793-3121","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","20 to 49","00030","$1 - 2.5 Million","$1,523,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2020","73-881-4234","Mola","Alex","Tang","Owner","Male","6018 Penn Ave","Pittsburgh","PA","15206","3923","Allegheny","(412) 365-6688","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","2018","No"
"2021","73-881-4234","Mola","Alex","Tang","Owner","Male","6018 Penn Ave","Pittsburgh","PA","15206","3923","Allegheny","(412) 365-6688","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","2018","No"
"2019","73-881-4234","Mola","Alex","Tang","Owner","Male","6018 Penn Ave","Pittsburgh","PA","15206","3923","Allegheny","(412) 365-6688","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","5 to 9","00008","","$0","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","2018","No"
"2019","73-605-4687","Molinaro Ristorante","","","","","2 Ppg Pl","Pittsburgh","PA","15222","5421","Allegheny","(412) 224-2791","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","5","","No"
"2020","25-845-3497","Molly's Pizza","Tom","Gallagher","Owner","Male","1525 Potomac Ave","Pittsburgh","PA","15216","2109","Allegheny","(412) 341-3111","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00010","$500,000 - 1 Million","$508,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","19","","No"
"2021","25-845-3497","Molly's Pizza","Tom","Gallagher","Owner","Male","1525 Potomac Ave","Pittsburgh","PA","15216","2109","Allegheny","(412) 341-3111","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00010","$500,000 - 1 Million","$508,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","19","","No"
"2019","25-845-3497","Molly's Pizza","Tom","Gallagher","Owner","Male","1525 Potomac Ave","Pittsburgh","PA","15216","2109","Allegheny","(412) 341-3111","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00010","$500,000 - 1 Million","$508,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","19","","No"
"2021","41-398-7653","Monte Cello's","Domenic","Ricci","President","Male","3450 Babcock Blvd # 3","Pittsburgh","PA","15237","2410","Allegheny","(412) 366-8938","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","1980","No"
"2020","56-493-3927","Monte Cello's","Joseph","Wadlow","President","Male","2198 Babcock Blvd","Pittsburgh","PA","15209","1307","Allegheny","(412) 821-0600","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","50 to 99","00065","$2.5 - 5 Million","$3,299,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","1980","No"
"2021","56-493-3927","Monte Cello's","Joseph","Wadlow","President","Male","2198 Babcock Blvd","Pittsburgh","PA","15209","1307","Allegheny","(412) 821-0600","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","50 to 99","00065","$2.5 - 5 Million","$3,299,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","1980","No"
"2019","56-493-3927","Monte Cello's","Joseph","Wadlow","President","Male","2198 Babcock Blvd","Pittsburgh","PA","15209","1307","Allegheny","(412) 821-0600","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","50 to 99","00065","$2.5 - 5 Million","$3,299,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","21","1980","No"
"2020","41-398-7653","Monte Cello's","Domenic","Ricci","President","Male","3450 Babcock Blvd # 3","Pittsburgh","PA","15237","2410","Allegheny","(412) 366-8938","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","1980","No"
"2019","41-398-7653","Monte Cello's","Domenic","Ricci","President","Male","3450 Babcock Blvd # 3","Pittsburgh","PA","15237","2410","Allegheny","(412) 366-8938","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","12","1980","No"
"2021","94-622-8715","Monte Cello's Of Shaler","James","Crowe","Owner","Male","880 Butler St","Pittsburgh","PA","15223","1319","Allegheny","(412) 784-0888","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","1980","No"
"2020","94-622-8715","Monte Cello's Of Shaler","James","Crowe","Owner","Male","880 Butler St","Pittsburgh","PA","15223","1319","Allegheny","(412) 784-0888","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","1980","No"
"2019","94-622-8715","Monte Cello's Of Shaler","James","Crowe","Owner","Male","880 Butler St","Pittsburgh","PA","15223","1319","Allegheny","(412) 784-0888","581208","Restaurants","581208","Restaurants","","","581222","Pizza","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251115","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","27","1980","No"
"2021","50-567-9142","Monterey Bay Fish Grotto","John","Bellan","Manager","Male","1411 Grandview Ave # 2","Pittsburgh","PA","15211","1128","Allegheny","(412) 481-4414","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","100 to 249","00115","$5 - 10 Million","$5,836,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","25","2003","No"
"2020","50-567-9142","Monterey Bay Fish Grotto","John","Bellan","Manager","Male","1411 Grandview Ave # 2","Pittsburgh","PA","15211","1128","Allegheny","(412) 481-4414","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","100 to 249","00115","$5 - 10 Million","$5,836,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","25","2003","No"
"2019","50-567-9142","Monterey Bay Fish Grotto","John","Bellan","Manager","Male","1411 Grandview Ave # 2","Pittsburgh","PA","15211","1128","Allegheny","(412) 481-4414","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","100 to 249","00115","$5 - 10 Million","$5,836,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","25","2003","No"
"2021","22-558-8904","Monterey Pub","Mark","Wade","Owner","Male","1227 Monterey St","Pittsburgh","PA","15212","4510","Allegheny","(412) 322-6535","581301","Bars","581301","Bars","","","581208","Restaurants","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00006","Less Than $500,000","$351,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","19","2003","No"
"2020","22-558-8904","Monterey Pub","Mark","Wade","Owner","Male","1227 Monterey St","Pittsburgh","PA","15212","4510","Allegheny","(412) 322-6535","581301","Bars","581301","Bars","","","581208","Restaurants","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00006","Less Than $500,000","$351,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","19","2003","No"
"2019","22-558-8904","Monterey Pub","Mark","Wade","Owner","Male","1227 Monterey St","Pittsburgh","PA","15212","4510","Allegheny","(412) 322-6535","581301","Bars","581301","Bars","","","581208","Restaurants","","","","","","","","","","","","","","","","","72241001","Drinking Places (Alcoholic Beverages)","72241001","Drinking Places (Alcoholic Beverages)","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00006","Less Than $500,000","$351,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","19","2003","No"
"2021","83-185-6448","Monteverdes Catering LLC","Kelly","Monteverdes","Owner","Female","300 Camp Horne Rd # 7","Pittsburgh","PA","15202","1670","Allegheny","(412) 761-7707","581212","Caterers","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","72232001","Caterers","","","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","36","1986","No"
"2020","83-185-6448","Monteverdes Catering LLC","Kelly","Monteverdes","Owner","Female","300 Camp Horne Rd # 7","Pittsburgh","PA","15202","1670","Allegheny","(412) 761-7707","581212","Caterers","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","72232001","Caterers","","","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","36","1986","No"
"2019","83-185-6448","Monteverdes Catering LLC","Kelly","Monteverdes","Owner","Female","300 Camp Horne Rd # 7","Pittsburgh","PA","15202","1670","Allegheny","(412) 761-7707","581212","Caterers","581212","Caterers","","","","","","","","","","","","","","","","","","","","","72232001","Caterers","72232001","Caterers","","","","","","","","","","","","","","","","","","","1 to 4","00004","Less Than $500,000","$203,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","36","1986","No"
"2021","43-443-4107","Montreux LLC","","","","","1 Ppg Pl # 27","Pittsburgh","PA","15222","5415","Allegheny","Not Available","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2020","43-443-4107","Montreux LLC","","","","","1 Ppg Pl # 27","Pittsburgh","PA","15222","5415","Allegheny","Not Available","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2019","43-443-4107","Montreux LLC","","","","","1 Ppg Pl # 27","Pittsburgh","PA","15222","5415","Allegheny","Not Available","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2021","40-075-5104","Moondogs Pub","Ron","Esser","Owner","Male","378 Freeport Rd","Pittsburgh","PA","15238","3440","Allegheny","(412) 828-2040","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","33","1994","No"
"2020","40-075-5104","Moondogs Pub","Ron","Esser","Owner","Male","378 Freeport Rd","Pittsburgh","PA","15238","3440","Allegheny","(412) 828-2040","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","33","1994","No"
"2019","40-075-5104","Moondogs Pub","Ron","Esser","Owner","Male","378 Freeport Rd","Pittsburgh","PA","15238","3440","Allegheny","(412) 828-2040","581208","Restaurants","581208","Restaurants","","","581301","Bars","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72241001","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","1 to 4","00003","Less Than $500,000","$153,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","33","1994","No"
"2021","11-846-2035","Moonlite Cafe","Luciano","De Felice","Owner","Male","530 Brookline Blvd","Pittsburgh","PA","15226","2002","Allegheny","(412) 531-2811","581208","Restaurants","581208","Restaurants","","","581206","Foods-Carry Out","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","72251301","Limited-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00016","$500,000 - 1 Million","$812,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","26","1997","No"
