"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2021","75-738-6718","New Yinz Coffee","Nick","George","Manager","Male","2 E North Ave","Pittsburgh","PA","15212","4721","Allegheny","(412) 251-5674","581228","Coffee Shops","581228","Coffee Shops","","","","","","","","","","","","","","","","","","","","","72251505","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","5 to 9","00005","","$0","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","2","2021","No"
"2020","42-222-3467","New York New York","William R","Kaelin","President","Male","5801 Ellsworth Ave","Pittsburgh","PA","15232","1707","Allegheny","(412) 661-9126","581304","Night Clubs","581304","Night Clubs","","","","","","","","","","","","","","","","","","","","","72241006","Drinking Places (Alcoholic Beverages)","72241006","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","10 to 19","00015","$500,000 - 1 Million","$876,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","","No"
"2021","42-222-3467","New York New York","William R","Kaelin","President","Male","5801 Ellsworth Ave","Pittsburgh","PA","15232","1707","Allegheny","(412) 661-9126","581304","Night Clubs","581304","Night Clubs","","","","","","","","","","","","","","","","","","","","","72241006","Drinking Places (Alcoholic Beverages)","72241006","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","10 to 19","00015","$500,000 - 1 Million","$876,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","","No"
"2019","42-222-3467","New York New York","William R","Kaelin","President","Male","5801 Ellsworth Ave","Pittsburgh","PA","15232","1707","Allegheny","(412) 661-9126","581304","Night Clubs","581304","Night Clubs","","","","","","","","","","","","","","","","","","","","","72241006","Drinking Places (Alcoholic Beverages)","72241006","Drinking Places (Alcoholic Beverages)","","","","","","","","","","","","","","","","","","","10 to 19","00015","$500,000 - 1 Million","$876,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","11","","No"
"2021","00-268-7606","Nicholas Coffee","Jordan","Nicholas","Owner","Male","23 Market Sq # 1","Pittsburgh","PA","15222","1877","Allegheny","(412) 261-4225","549915","Coffee & Tea","549915","Coffee & Tea","","","514905","Coffee & Tea-Wholesale","209501","Coffee & Tea Products-Manufacturers","596307","Coffee Break Service & Supplies","581228","Coffee Shops","212198","Cigars (Mfrs)","","","","","","","","","44529805","","44529805","","42449015","Other Grocery And Related Products Merchant Wholes","31192001","Coffee And Tea Manufacturing","45521917","","72251505","Snack And Nonalcoholic Beverage Bars","31223004","Tobacco Manufacturing","","","","","","","","","5 to 9","00009","$1 - 2.5 Million","$1,010,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","38","1919","No"
"2020","00-268-7606","Nicholas Coffee","Nick","Nicholas","Owner","Male","23 Market Sq # 1","Pittsburgh","PA","15222","1877","Allegheny","(412) 261-4225","549915","Coffee & Tea","549915","Coffee & Tea","","","514905","Coffee & Tea-Wholesale","209501","Coffee & Tea Products-Manufacturers","596307","Coffee Break Service & Supplies","581228","Coffee Shops","","","","","","","","","","","44529805","","44529805","","42449015","Other Grocery And Related Products Merchant Wholes","31192001","Coffee And Tea Manufacturing","45521917","","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","5 to 9","00009","$1 - 2.5 Million","$1,010,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","38","1919","No"
"2019","00-268-7606","Nicholas Coffee","Nick","Nicholas","Owner","Male","23 Market Sq # 1","Pittsburgh","PA","15222","1877","Allegheny","(412) 261-4225","549915","Coffee & Tea","549915","Coffee & Tea","","","514905","Coffee & Tea-Wholesale","209501","Coffee & Tea Products-Manufacturers","596307","Coffee Break Service & Supplies","581228","Coffee Shops","","","","","","","","","","","44529805","","44529805","","42449015","Other Grocery And Related Products Merchant Wholes","31192001","Coffee And Tea Manufacturing","45521917","","72251505","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","5 to 9","00009","$1 - 2.5 Million","$1,010,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","38","1919","No"
"2019","11-849-4467","Nick's Pizza","Nick","Schipani","Owner","Male","329 Mount Lebanon Blvd","Pittsburgh","PA","15234","1504","Allegheny","(412) 343-7722","581222","Pizza","581222","Pizza","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251115","Full-Service Restaurants","72251115","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","1 to 4","00001","Less Than $500,000","$51,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","39","","No"
"2021","11-837-8074","Nicky's Grant Street","Nicholas","Geanopulos","Owner","Male","310 Grant St # 102","Pittsburgh","PA","15219","2267","Allegheny","(412) 391-3900","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00007","Less Than $500,000","$356,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","37","","No"
"2020","11-837-8074","Nicky's Grant Street","Nicholas","Geanopulos","Owner","Male","310 Grant St # 102","Pittsburgh","PA","15219","2267","Allegheny","(412) 391-3900","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00007","Less Than $500,000","$356,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","37","","No"
