"Version Year","IUSA Number","Company Name","Executive First Name","Executive Last Name","Executive Title","Executive Gender","Address","City","State","ZIP Code","ZIP Four","County","Phone Number Combined","Primary SIC Code","Primary SIC Description","SIC Code 1","SIC Code 1 Description","SIC Code 1 Ad Size","SIC Code 1 Year Appeared","SIC Code 2","SIC Code 2 Description","SIC Code 3","SIC Code 3 Description","SIC Code 4","SIC Code 4 Description","SIC Code 5","SIC Code 5 Description","SIC Code 6","SIC Code 6 Description","SIC Code 7","SIC Code 7 Description","SIC Code 8","SIC Code 8 Description","SIC Code 9","SIC Code 9 Description","SIC Code 10","SIC Code 10 Description","Primary NAICS","Primary NAICS Description","NAICS 1","NAICS 1 Description","NAICS 2","NAICS 2 Description","NAICS 3","NAICS 3 Description","NAICS 4","NAICS 4 Description","NAICS 5","NAICS 5 Description","NAICS 6","NAICS 6 Description","NAICS 7","NAICS 7 Description","NAICS 8","NAICS 8 Description","NAICS 9","NAICS 9 Description","NAICS 10","NAICS 10 Description","Location Employee Size Range","Location Employee Size Actual","Location Sales Volume Range","Location Sales Volume Actual","Type of Business","Location Type","Parent IUSA Number","Subsidiary IUSA Number","Firm or Individual","Record Type","Corporate Employee Size Actual","Corporate Sales Volume Actual","Years In Database","Year Established","Home Business"
"2020","71-865-9158","Aubergine Bistro","","","","","2016 Smallman St","Pittsburgh","PA","15222","4428","Allegheny","(412) 713-1890","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2021","71-865-9158","Aubergine Bistro","","","","","2016 Smallman St","Pittsburgh","PA","15222","4428","Allegheny","(412) 713-1890","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2019","71-865-9158","Aubergine Bistro","","","","","2016 Smallman St","Pittsburgh","PA","15222","4428","Allegheny","(412) 713-1890","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","7","","No"
"2020","60-335-8854","August Henry's","Todd","Mathias","Owner","Male","946 Penn Ave","Pittsburgh","PA","15222","3758","Allegheny","(412) 765-3270","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","10 to 19","00010","$500,000 - 1 Million","$508,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","17","2005","No"
"2021","60-335-8854","August Henry's","Todd","Mathias","Owner","Male","946 Penn Ave","Pittsburgh","PA","15222","3758","Allegheny","(412) 765-3270","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","10 to 19","00010","$500,000 - 1 Million","$508,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","17","2005","No"
"2019","60-335-8854","August Henry's","Todd","Mathias","Owner","Male","946 Penn Ave","Pittsburgh","PA","15222","3758","Allegheny","(412) 765-3270","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","10 to 19","00010","$500,000 - 1 Million","$508,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","17","2005","No"
"2020","24-497-5249","Auntie Anne's Pretzels","Lori","Podlogar","Owner","Female","100 Robinson Cente # 4734-Fc-9","Pittsburgh","PA","15205","0000","Allegheny","(412) 788-2447","546108","Pretzels-Retail","546108","Pretzels-Retail","","","514507","Pretzels (Whls)","205203","Pretzels-Manufacturers","","","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","42445003","Confectionery Merchant Wholesalers","31191906","Other Snack Food Manufacturing","","","","","","","","","","","","","","","10 to 19","00017","$500,000 - 1 Million","$670,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","19","2003","No"
"2019","41-538-7448","Auntie Anne's Pretzels","Michael","Kingston","Site Manager","Male","1000 Ross Park Mall Dr","Pittsburgh","PA","15237","3875","Allegheny","(412) 367-4744","546108","Pretzels-Retail","546108","Pretzels-Retail","","","514507","Pretzels (Whls)","205203","Pretzels-Manufacturers","581214","","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","42445003","Confectionery Merchant Wholesalers","31191906","Other Snack Food Manufacturing","","","","","","","","","","","","","","","10 to 19","00010","Less Than $500,000","$394,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","39","","No"
"2021","24-497-5249","Auntie Anne's Pretzels","Lori","Podlogar","Owner","Female","100 Robinson Cente # 4734-Fc-9","Pittsburgh","PA","15205","0000","Allegheny","(412) 788-2447","546108","Pretzels-Retail","546108","Pretzels-Retail","","","514507","Pretzels (Whls)","205203","Pretzels-Manufacturers","","","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","42445003","Confectionery Merchant Wholesalers","31191906","Other Snack Food Manufacturing","","","","","","","","","","","","","","","10 to 19","00017","$500,000 - 1 Million","$670,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","19","2003","No"
"2021","41-538-7448","Auntie Anne's Pretzels","Michael","Kingston","Site Manager","Male","1000 Ross Park Mall Dr","Pittsburgh","PA","15237","3875","Allegheny","(412) 367-4744","546108","Pretzels-Retail","546108","Pretzels-Retail","","","514507","Pretzels (Whls)","205203","Pretzels-Manufacturers","","","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","42445003","Confectionery Merchant Wholesalers","31191906","Other Snack Food Manufacturing","","","","","","","","","","","","","","","10 to 19","00010","Less Than $500,000","$394,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","39","","No"
"2021","42-547-2422","Auntie Anne's Pretzels","Kelsey","Platt","Site Manager","Female","1000 Airport Blvd # 12318","Pittsburgh","PA","15231","1001","Allegheny","(412) 472-9089","546108","Pretzels-Retail","546108","Pretzels-Retail","","","","","","","","","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","20 to 49","00021","$500,000 - 1 Million","$827,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","10","","No"
"2021","75-258-7034","Auntie Anne's Pretzels","","","","","Po Box 12318","Pittsburgh","PA","15231","0318","Allegheny","(412) 472-0333","546108","Pretzels-Retail","546108","Pretzels-Retail","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","10 to 19","00010","","$0","Private","Branch","214490476","472359652","2","Verified","000000","$0","3","","No"
"2020","42-547-2422","Auntie Anne's Pretzels","Kelsey","Platt","Site Manager","Female","1000 Airport Blvd # 12318","Pittsburgh","PA","15231","1001","Allegheny","(412) 472-0333","546108","Pretzels-Retail","546108","Pretzels-Retail","","","","","","","","","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","20 to 49","00021","$500,000 - 1 Million","$827,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","10","","No"
"2019","42-547-2422","Auntie Anne's Pretzels","Kelsey","Platt","Site Manager","Female","1000 Airport Blvd # 12318","Pittsburgh","PA","15231","1001","Allegheny","(412) 472-0333","546108","Pretzels-Retail","546108","Pretzels-Retail","","","581214","","","","","","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","","","","","","","","","","","","","","","","","","","20 to 49","00021","$500,000 - 1 Million","$827,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","10","","No"
"2021","58-872-5762","Auntie Anne's Pretzels","Justin","Steele","Manager","Male","301 S Hills # Sruserialas98-11","Pittsburgh","PA","15241","0000","Allegheny","(412) 216-8743","546108","Pretzels-Retail","546108","Pretzels-Retail","","","514507","Pretzels (Whls)","546102","Bakers-Retail","205203","Pretzels-Manufacturers","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","42445003","Confectionery Merchant Wholesalers","31181102","Retail Bakeries","31191906","Other Snack Food Manufacturing","","","","","","","","","","","","","10 to 19","00012","Less Than $500,000","$473,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","22","","No"
"2020","58-872-5762","Auntie Anne's Pretzels","Justin","Steele","Manager","Male","301 S Hills # Sruserialas98-11","Pittsburgh","PA","15241","0000","Allegheny","(412) 216-8743","546108","Pretzels-Retail","546108","Pretzels-Retail","","","514507","Pretzels (Whls)","546102","Bakers-Retail","205203","Pretzels-Manufacturers","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","42445003","Confectionery Merchant Wholesalers","31181102","Retail Bakeries","31191906","Other Snack Food Manufacturing","","","","","","","","","","","","","10 to 19","00012","Less Than $500,000","$473,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","22","","No"
"2019","58-872-5762","Auntie Anne's Pretzels","Justin","Steele","Manager","Male","301 S Hills Vlg # 7","Pittsburgh","PA","15241","1400","Allegheny","(412) 216-8743","546108","Pretzels-Retail","546108","Pretzels-Retail","","","514507","Pretzels (Whls)","546102","Bakers-Retail","205203","Pretzels-Manufacturers","581214","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","42445003","Confectionery Merchant Wholesalers","31181102","Retail Bakeries","31191906","Other Snack Food Manufacturing","","","","","","","","","","","","","10 to 19","00012","Less Than $500,000","$473,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","22","","No"
"2020","41-538-7448","Auntie Anne's Pretzels","Michael","Kingston","Site Manager","Male","1000 Ross Park Mall Dr","Pittsburgh","PA","15237","3875","Allegheny","(412) 367-4744","546108","Pretzels-Retail","546108","Pretzels-Retail","","","514507","Pretzels (Whls)","205203","Pretzels-Manufacturers","","","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","42445003","Confectionery Merchant Wholesalers","31191906","Other Snack Food Manufacturing","","","","","","","","","","","","","","","10 to 19","00010","Less Than $500,000","$394,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","39","","No"
"2019","24-497-5249","Auntie Anne's Pretzels","Lori","Podlogar","Owner","Female","100 Robinson Center Dr # 4734","Pittsburgh","PA","15205","4831","Allegheny","(412) 788-2447","546108","Pretzels-Retail","546108","Pretzels-Retail","","","514507","Pretzels (Whls)","205203","Pretzels-Manufacturers","581214","","","","","","","","","","","","","","72251514","Snack And Nonalcoholic Beverage Bars","72251514","Snack And Nonalcoholic Beverage Bars","42445003","Confectionery Merchant Wholesalers","31191906","Other Snack Food Manufacturing","","","","","","","","","","","","","","","10 to 19","00017","$500,000 - 1 Million","$670,000","Private","Branch","214490476","472359652","2","Verified","000000","$0","19","2003","No"
"2021","70-494-3581","Ava Cafe & Lounge","Justin","Strong","Owner","Male","304 N Craig St","Pittsburgh","PA","15213","1210","Allegheny","(412) 904-2180","581228","Coffee Shops","581228","Coffee Shops","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251505","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2019","70-494-3581","Ava Cafe & Lounge","Justin","Strong","Owner","Male","304 N Craig St","Pittsburgh","PA","15213","1210","Allegheny","(412) 904-2180","581228","Coffee Shops","581228","Coffee Shops","","","581208","Restaurants","","","","","","","","","","","","","","","","","72251505","Snack And Nonalcoholic Beverage Bars","72251505","Snack And Nonalcoholic Beverage Bars","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00005","Less Than $500,000","$254,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","9","","No"
"2021","43-545-7968","Avenue Bar & Grill","Maurry","Mendelovich","Owner","Female","5741 Ellsworth Ave","Pittsburgh","PA","15232","1740","Allegheny","Not Available","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2020","43-545-7968","Avenue Bar & Grill","Maurry","Mendelovich","Owner","Female","5741 Ellsworth Ave","Pittsburgh","PA","15232","1740","Allegheny","Not Available","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2019","43-545-7968","Avenue Bar & Grill","Maurry","Mendelovich","Owner","Female","5741 Ellsworth Ave","Pittsburgh","PA","15232","1740","Allegheny","Not Available","581208","Restaurants","581208","Restaurants","","","","","","","","","","","","","","","","","","","","","72251117","Full-Service Restaurants","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","","","5 to 9","00008","Less Than $500,000","$406,000","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","","No"
"2021","71-199-6283","B52 Cafe","","","","","5202 Butler St","Pittsburgh","PA","15201","2642","Allegheny","(412) 781-5204","839998","Non-Profit Organizations","839998","Non-Profit Organizations","","","581208","Restaurants","","","","","","","","","","","","","","","","","81331908","Other Social Advocacy Organizations","81331908","Other Social Advocacy Organizations","72251117","Full-Service Restaurants","","","","","","","","","","","","","","","","","5 to 9","00006","","$0","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","2015","No"
"2020","71-199-6283","B52 Pittsburgh Inc","","","","","5202 Butler St # 1","Pittsburgh","PA","15201","2642","Allegheny","Not Available","839998","Non-Profit Organizations","839998","Non-Profit Organizations","","","","","","","","","","","","","","","","","","","","","81331908","Other Social Advocacy Organizations","81331908","Other Social Advocacy Organizations","","","","","","","","","","","","","","","","","","","5 to 9","00006","","$0","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","2015","No"
"2019","71-199-6283","B52 Pittsburgh Inc","","","","","5202 Butler St # 1","Pittsburgh","PA","15201","2642","Allegheny","Not Available","999977","Nonclassified Establishments","999977","Nonclassified Establishments","","","","","","","","","","","","","","","","","","","","","99999004","Unclassified Establishments","99999004","Unclassified Establishments","","","","","","","","","","","","","","","","","","","","00000","","$0","Private","Single Loc","000000000","000000000","2","Verified","000000","$0","8","2015","No"
