IUSA Number,Y2019,Y2020,Y2021,Company Name,Address,City,State,ZIP Code,Primary SIC Description
36-537-2119,1,1,1,Artspace & Coffeehouse LLC,6736 Reynolds St,Pittsburgh,PA,15206,Restaurants
36-558-7997,1,1,1,Orange Julius,301 S Hills Vlg # 2213b,Pittsburgh,PA,15241,Juice Bars
36-683-0313,1,1,1,Walmart Bakery,250 Summit Park Dr,Pittsburgh,PA,15275,Bakers-Retail
36-903-7684,1,1,1,Stockmano's Pizza,7678 Saltsburg Rd,Pittsburgh,PA,15239,Pizza
36-912-0316,1,0,0,Zippy's Saloon,542 Brookline Blvd # 4,Pittsburgh,PA,15226,Bars
36-921-0547,1,0,0,Starbucks,227 Summit Park Dr,Pittsburgh,PA,15275,Coffee Shops
36-954-1669,1,1,1,Kimmie's Lounge & Restaurant,900 Park Ave,Pittsburgh,PA,15234,Restaurants
37-213-1680,1,1,1,Mc Cormick & Schmick's Seafood,2667 Sidney St,Pittsburgh,PA,15203,Restaurants
37-213-1680,1,1,1,Mccormick-Schmick Seafood,2667 Sidney St,Pittsburgh,PA,15203,Restaurants
37-476-0221,1,1,1,Quiznos,300 S Craig St # 1,Pittsburgh,PA,15213,Restaurants
37-482-1635,1,0,1,Fox's Pizza Den,3243 Old Frankstown Rd,Pittsburgh,PA,15239,Pizza
37-532-3383,1,1,1,Genoa Pizza & Bar,111 Market St,Pittsburgh,PA,15222,Restaurants
37-857-6839,1,1,1,Primanti Bros Corporate Office,2100 Wharton St # 720,Pittsburgh,PA,15203,Restaurant Management
37-874-5137,1,1,1,Archie's,2328 E Carson St,Pittsburgh,PA,15203,Bars
37-874-5137,1,1,1,Archie's On Carson,2328 E Carson St,Pittsburgh,PA,15203,Bars
37-891-6993,1,1,1,Mia Pizza Pittsburgh,4901 Baum Blvd,Pittsburgh,PA,15213,Pizza
37-891-7157,1,1,1,Uncle Sam's Sandwich Bar,225 Summit Park Dr,Pittsburgh,PA,15275,Restaurants
37-897-5601,1,1,1,Chili's Grill & Bar,855 Freeport Rd,Pittsburgh,PA,15238,Restaurants
37-899-6367,1,1,1,Te Cafe,2000 Murray Ave,Pittsburgh,PA,15217,Coffee Shops
38-241-5347,1,1,1,Subway,300 Mount Lebanon Blvd # 30,Pittsburgh,PA,15234,Restaurants
38-245-0559,1,1,1,Five Guys,117 S Bouquet St,Pittsburgh,PA,15213,Restaurants
38-272-0621,1,1,1,Gibson's Take-Out,10731 Frankstown Rd,Penn Hills,PA,15235,Restaurants
38-272-0621,1,1,1,Gibson's Take-Out,10731 Frankstown Rd,Pittsburgh,PA,15235,Restaurants
38-495-1224,1,1,1,Di Bella's Old Fashioned Subs,6501 Steubenville Pike,Pittsburgh,PA,15205,Restaurants
38-495-1240,1,1,1,Pittsburgh Fish & Chicken,1312 Benton Ave,Pittsburgh,PA,15212,Restaurants
38-849-9675,1,1,0,Kamei Chinese Restaurant,2209 Murray Ave # 1,Pittsburgh,PA,15217,Restaurants
38-852-5081,1,1,1,Smjr LLC,225 W Station Square Dr,Pittsburgh,PA,15219,Restaurants
39-353-6297,1,1,1,Giovanni's Pizza & Pasta,123 6th St,Pittsburgh,PA,15222,Pizza
39-393-9798,1,1,1,Stinkys Bar & Grill,4901 Hatfield St,Pittsburgh,PA,15201,Bars
39-409-7307,1,1,1,Orient Express,4609 Forbes Ave,Pittsburgh,PA,15213,Restaurants
39-595-9083,1,0,1,Starbucks,600 Forbes Ave,Pittsburgh,PA,15219,Coffee Shops
39-639-1971,1,1,1,Silk Elephant,1712 Murray Ave,Pittsburgh,PA,15217,Restaurants
39-666-0516,1,1,1,Circuit Center & Ballroom,5 Hot Metal St,Pittsburgh,PA,15203,Caterers
39-666-0516,1,1,1,Circuit Center & Ballroom,5 Hot Metal St,Pittsburgh,PA,15203,
39-675-7163,1,1,1,Cafe Io,300 Beverly Rd # A,Pittsburgh,PA,15216,Restaurants
39-675-7163,1,1,1,Lovino Cafe,300 Beverly Rd # A,Pittsburgh,PA,15216,Restaurants
39-932-4516,0,1,1,Sun Penang,5874 Forbes Ave,Pittsburgh,PA,15217,Restaurants
39-942-2781,1,1,1,P-Town,4740 Baum Blvd # 1,Pittsburgh,PA,15213,Bars
39-942-2831,1,1,1,Yeung's House,463 Perry Hwy,Pittsburgh,PA,15229,Restaurants
39-958-1495,1,1,1,Carson City Saloon,1401 E Carson St,Pittsburgh,PA,15203,Bars
39-960-7092,1,1,1,Mercurio's Mulberry Creamery,733 Copeland St,Pittsburgh,PA,15232,Ice Cream Parlors
39-963-4864,1,1,1,Sam's Club,289 Mount Nebo Pointe Rd,Pittsburgh,PA,15237,Wholesale Clubs
39-965-8525,1,1,1,Pastoli's Pizza Pasta-Paisans,1900 Murray Ave # 103,Pittsburgh,PA,15217,Pizza
40-014-0907,1,1,1,Giant Eagle,1705 S Braddock Ave,Pittsburgh,PA,15218,Grocers-Retail
40-014-1556,1,1,1,Mex On Smallman Inc,2000 Smallman St,Pittsburgh,PA,15222,Restaurants
40-014-2957,1,1,1,Alpine,1544 Beechview Ave # A,Pittsburgh,PA,15216,Bars
40-020-9964,0,1,1,Evergreen Cafe,7328 Penn Ave,Pittsburgh,PA,15208,Bars
40-021-0166,1,1,1,Highland Bar,517 Perry Hwy,Pittsburgh,PA,15229,Bars
40-033-0990,1,1,1,Big Ham Tavern,321 Bigham St,Pittsburgh,PA,15211,Bars
40-056-9305,1,1,1,Papa John's Pizza,11700 Frankstown Rd,Pittsburgh,PA,15235,Pizza
40-060-1314,1,1,1,Heights Tavern,1400 Crafton Blvd,Pittsburgh,PA,15205,Restaurants
40-061-1218,1,1,1,Frank's Pizza & Chicken,101 Rochester Rd,Pittsburgh,PA,15229,Pizza
40-062-7107,1,1,1,North Side Foods Corp,641 Alpha Dr,Pittsburgh,PA,15238,Food Products & Manufacturers
40-064-1417,1,1,1,Salem Halal Market,2923 Penn Ave,Pittsburgh,PA,15201,Farm Markets
40-065-3196,1,1,1,Rocco Tavern,7105 Harrison Ave,Pittsburgh,PA,15218,Bars
40-065-5321,1,1,0,Papa Da Vinci,3526 Blvd Of The Allies # A,Pittsburgh,PA,15213,Restaurants
40-065-5321,1,1,0,Papa Da Vinci,3526 Blvd Of The Allies,Pittsburgh,PA,15213,Restaurants
40-068-9433,1,0,0,Bob Evans Restaurant,7214 Mcknight Rd,Pittsburgh,PA,15237,Restaurants
40-070-6719,1,1,1,Clark Bar & Grill,503 Martindale St # 100,Pittsburgh,PA,15212,Restaurants
40-070-9358,1,1,1,Robert Wholey & Co Fish Market,1711 Penn Ave,Pittsburgh,PA,15222,Seafood-Retail
40-072-2468,1,1,1,Honey Baked Ham,4780 Mcknight Rd # C,Pittsburgh,PA,15237,Ham Specialty Stores
40-072-2468,1,1,1,Honey Baked Ham Company,4780 Mcknight Rd # C,Pittsburgh,PA,15237,Ham Specialty Stores
40-072-2468,1,1,1,Honeybaked Ham,4780 Mcknight Rd # C,Pittsburgh,PA,15237,Ham Specialty Stores
40-072-5537,1,1,1,Doubletree,500 Mansfield Ave,Pittsburgh,PA,15205,Hotels & Motels
40-072-6543,1,1,1,Wyndham Grand Pittsburgh,600 Commonwealth Pl,Pittsburgh,PA,15222,Hotels & Motels
40-072-7764,1,1,1,Beth Shalom Catering,5915 Beacon St,Pittsburgh,PA,15217,Caterers
40-073-5783,1,1,1,Bellisario's Pizza Palace,437 Mcneilly Rd,Pittsburgh,PA,15226,Pizza
40-073-5783,1,1,1,Bellisario's Pizza Palace,437 Mcneilly Rd,Pittsburgh,PA,15226,Caterers
40-073-8498,1,1,0,Jimmy's Corporate Catering,110 Smithfield St # 2,Pittsburgh,PA,15222,Caterers
40-073-9850,1,1,1,Barbs Country Kitchen,4711 Butler St,Pittsburgh,PA,15201,Restaurants
40-074-2524,1,1,1,Georgetown Centre,526 E Bruceton Rd,Pittsburgh,PA,15236,Caterers
40-074-4819,1,1,1,Subway,418 S Craig St,Pittsburgh,PA,15213,Restaurants
40-074-4884,1,0,0,China Palace,5440 Walnut St,Pittsburgh,PA,15232,Restaurants
40-074-4926,1,1,1,Lu Lu's Noodles,400 S Craig St,Pittsburgh,PA,15213,Restaurants
40-074-7762,1,1,1,Chubby's Pizza-Hoagies Nrthsd,3627 California Ave,Pittsburgh,PA,15212,Restaurants
40-075-0154,1,1,1,Wendy's,891 Freeport Rd,Pittsburgh,PA,15238,Restaurants
40-075-2325,1,1,1,Ya Fei,1980 Park Manor Blvd,Pittsburgh,PA,15205,Restaurants
40-075-4826,2,2,2,KFC,1 Landings Dr,Pittsburgh,PA,15238,Restaurants
40-075-5104,1,1,1,Moondogs Pub,378 Freeport Rd,Pittsburgh,PA,15238,Restaurants
40-075-7647,1,1,1,Honey Baked Ham,1630 Washington Rd # 2,Pittsburgh,PA,15241,Ham Specialty Stores
40-075-7647,1,1,1,Honey Baked Ham Company,1630 Washington Rd # 2,Pittsburgh,PA,15241,Ham Specialty Stores
40-075-7647,1,1,1,Honeybaked Ham,1630 Washington Rd # 2,Pittsburgh,PA,15241,Ham Specialty Stores
40-081-2747,1,1,1,Cafe Notte,8070 Ohio River Blvd,Pittsburgh,PA,15202,Restaurants
40-084-5807,1,1,1,Cadillac Ranch,1060 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Restaurants
40-136-7486,1,0,0,Underground,1060 Morewood Ave,Pittsburgh,PA,15213,
40-136-9942,1,1,1,Philip Victoria Dba,1716 Lowrie St,Pittsburgh,PA,15212,Dairy Products-Retail
40-136-9942,1,1,1,Philip Victoria Dba,1716 Lowrie St,Pittsburgh,PA,15212,
40-143-0373,1,1,1,Dunkin',4578 Browns Hill Rd,Pittsburgh,PA,15217,Doughnuts
40-147-0346,1,1,1,Boulevard Deli,309 Smithfield St # 200,Pittsburgh,PA,15222,Caterers
40-159-8436,1,1,1,First Watch Restaurant,215 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Restaurants
40-165-6829,1,1,1,Hofbrauhaus Pittsburgh,2705 S Water St,Pittsburgh,PA,15203,Restaurants
40-165-6829,1,1,1,Hofbrauhaus Pittsburgh,2705 S Water St,Pittsburgh,PA,15203,Brewers (Mfrs)
40-168-6540,1,1,1,Our Little Secret Cafe-Ctrng,332 Curry Hollow Rd,Pittsburgh,PA,15236,Caterers
40-169-6952,1,1,1,Dunkin',3907 Forbes Ave,Pittsburgh,PA,15213,Doughnuts
40-170-9737,1,1,1,Saga Best Hibachi Steakhouse,1040 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Restaurants
40-170-9737,1,1,1,Saga Hibachi,1040 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Restaurants
40-172-9177,1,1,1,Paris 66 Bistro,6018 Penn Ave,Pittsburgh,PA,15206,Restaurants
40-183-0061,1,1,1,R Bar,2883 W Liberty Ave # 2,Pittsburgh,PA,15216,Bars
40-183-0061,1,1,1,R Bar,2883 W Liberty Ave,Pittsburgh,PA,15216,Bars
40-184-7428,1,1,0,Shale's Cafe,1208 5th Ave,Pittsburgh,PA,15219,Bars
40-185-0446,1,1,1,Pastitsio,5209 Keystone St,Pittsburgh,PA,15201,Restaurants
40-185-0446,1,1,1,Pastitsio,3716 Butler St,Pittsburgh,PA,15201,Restaurants
40-186-3591,1,1,1,A Pizza Badamo,656 Washington Rd,Pittsburgh,PA,15228,Pizza
40-197-5392,1,1,1,Red Robin Gourmet Burgers,1230 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Restaurants
40-197-5415,1,1,1,Red Robin Gourmet Burgers,301 S Hills Vlg,Pittsburgh,PA,15241,Restaurants
40-198-5628,1,1,1,Italian Village Pizza,4885 Mcknight Rd # 4,Pittsburgh,PA,15237,Pizza
40-198-5628,1,1,1,Italian Village Pizza,4885 Mcknight Rd # 4,Pittsburgh,PA,15237,Restaurants
40-198-8899,1,1,1,Savoy,2623 Penn Ave,Pittsburgh,PA,15222,Restaurants
40-200-0259,1,1,1,Barnes & Noble,800 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Book Dealers-Retail
40-201-3946,1,1,1,China & Max,300 S Hills Vlg,Pittsburgh,PA,15241,Restaurants
40-212-5414,1,1,1,Mrtakeoutbags.Com,855 S Canal St,Pittsburgh,PA,15212,Bags-Paper Plastic & Fabric Suppliers
40-217-1794,1,1,1,Andy Warhol Museum,117 Sandusky St,Pittsburgh,PA,15212,Museums
40-217-1959,1,1,1,Uncle Tony's Pizza LLC,3285 W Liberty Ave,Pittsburgh,PA,15216,Pizza
40-217-2838,1,1,1,Fairmont,510 Market St,Pittsburgh,PA,15222,Hotels & Motels
40-217-2838,1,1,1,Fairmont Hotel Pittsburgh,510 Market St,Pittsburgh,PA,15222,Hotels & Motels
40-217-3266,1,1,1,Carnegie Science Ctr,1 Allegheny Ave,Pittsburgh,PA,15212,Museums
40-217-3756,1,1,1,Vocelli Pizza,617 Brownsville Rd,Mt Oliver,PA,15210,Pizza
40-217-3756,1,1,1,Vocelli Pizza,617 Brownsville Rd,Pittsburgh,PA,15210,Pizza
40-217-3955,1,1,1,Andys,510 Market St,Pittsburgh,PA,15222,Restaurants
40-217-3957,1,1,1,Sienna,22 Graeme St,Pittsburgh,PA,15222,Restaurants
40-217-3957,1,1,1,Sienna Mercato,22 Graeme St,Pittsburgh,PA,15222,Restaurants
40-217-3969,1,1,1,Cocina Mandoza,300 Mount Lebanon Blvd,Pittsburgh,PA,15234,Restaurants
40-217-3970,0,0,1,Damon's The Place For Ribs,,Pittsburgh,PA,15215,Restaurants
40-217-3989,1,1,1,J L Stewarts Too,9755 Saltsburg Rd,Pittsburgh,PA,15239,Restaurants
40-217-4000,1,1,1,Mrs V's Grill,3625 Brownsville Rd,Pittsburgh,PA,15227,Restaurants
40-217-4001,1,1,1,Pho Van,2120 Penn Ave,Pittsburgh,PA,15222,Restaurants
40-217-4001,1,1,1,Pho Van Vietnasse Noodels-Grll,2120 Penn Ave,Pittsburgh,PA,15222,Restaurants
40-217-4002,1,1,1,New Amsterdam,4421 Butler St,Pittsburgh,PA,15201,Restaurants
40-217-4006,1,1,1,Original Pancake House,2229 Swallow Hill Rd,Pittsburgh,PA,15220,Restaurants
40-217-4010,1,1,1,Pizza Bellino,5839 Forbes Ave,Pittsburgh,PA,15217,Pizza
40-217-4019,0,1,1,Star Restaurant Management,3707 Forbes Ave,Pittsburgh,PA,15213,Restaurants
40-217-4061,1,1,1,Subway,225 Ross St # 100,Pittsburgh,PA,15219,Restaurants
40-217-4211,1,0,1,Big Pat's,604 Main St,Pittsburgh,PA,15215,Bars
40-218-2172,1,1,1,Hyatt Place Pittsburgh North,260 N Shore Dr,Pittsburgh,PA,15212,Hotels & Motels
40-218-2189,1,1,1,Duke's Rib House & Grille,1910 Cochran Rd,Pittsburgh,PA,15220,Restaurants
40-220-0070,1,1,0,Sharp Edge Bistro,922 Penn Ave,Pittsburgh,PA,15222,Restaurants
40-221-4453,1,1,1,Cambria Hotel Pittsburgh,1320 Centre Ave,Pittsburgh,PA,15219,Hotels & Motels
40-222-7543,1,1,1,Zebest Bbq Ribs & Chicken,1315 5th Ave,Pittsburgh,PA,15219,Restaurants
40-223-9663,1,1,1,Albert's Lounge,2856 Broadway Ave,Pittsburgh,PA,15216,Cocktail Lounges
40-237-2397,1,1,1,Green Bamboo,472 44th St,Pittsburgh,PA,15201,Restaurants
40-254-1041,1,1,1,Kabob G Grill,3821 Willow Ave,Pittsburgh,PA,15234,Restaurants
40-254-1047,1,1,1,Papaya Fine Asian Cuisine,210 Mcholme Dr,Pittsburgh,PA,15275,Restaurants
40-257-3259,1,1,1,941 Saloon Inc,941 Liberty Ave # 1,Pittsburgh,PA,15222,Bars
40-258-1761,1,1,1,Lanova,1100 N Canal St,Pittsburgh,PA,15215,Pizza
40-258-1761,1,1,1,Lanova,1100 N Canal St,Sharpsburg,PA,15215,Pizza
40-258-2193,1,1,1,Fazio's Pizza,4028 Penn Ave,Pittsburgh,PA,15224,Pizza
40-259-4166,1,1,1,Spoon,134 S Highland Ave,Pittsburgh,PA,15206,Restaurants
40-277-4091,1,1,1,Sal's Pizza,1322 E Carson St,Pittsburgh,PA,15203,Pizza
40-278-5816,0,0,1,Eat'n Park,849 Freeport Rd,Pittsburgh,PA,15238,Restaurants
40-279-3844,1,1,1,Dairy Queen,268 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Ice Cream Parlors
40-281-0763,0,1,1,Bbq Pittsburgh,2020 Murray Ave,Pittsburgh,PA,15217,Restaurants
40-292-7985,1,1,1,Lins Asian Fusion,2018 E Carson St,Pittsburgh,PA,15203,Restaurants
40-292-8886,1,0,0,Elements Cuisine,444 Liberty Ave # 100,Pittsburgh,PA,15222,Restaurants
40-292-8996,1,0,0,Eclipse Lounge,132 Rawlins Run Rd,Pittsburgh,PA,15238,Cocktail Lounges
40-293-9408,1,1,1,Yesterday's Bar & Grill,501 Greenfield Ave,Pittsburgh,PA,15207,Bars
40-312-4462,1,1,1,Thai Foon,1960 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Restaurants
40-312-4462,1,1,1,Thai Foon,1950 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Restaurants
40-313-6981,1,1,0,Cliffside Ice Cream & Cafe,181 Butler St,Pittsburgh,PA,15223,Ice Cream Parlors
40-313-7692,1,1,1,Dunkin',360 Curry Hollow Rd,Pittsburgh,PA,15236,Doughnuts
40-313-7732,1,0,0,Pizza Ramano Lic,219 Atwood St,Pittsburgh,PA,15213,Restaurants
40-313-8591,1,1,1,Bfg Cafe,5335 Penn Ave,Pittsburgh,PA,15224,Restaurants
40-316-4610,1,1,1,Pittsburgh Popcorn Co,3710 5th Ave,Pittsburgh,PA,15213,Restaurants
40-331-3464,1,1,1,Dunkin',800 W View Park Dr,Pittsburgh,PA,15229,Doughnuts
40-334-3877,1,1,1,Dunkin',601 Grant St # 140,Pittsburgh,PA,15219,Doughnuts
40-336-4184,1,1,1,Grandma Rose's Pastry Shop,2311 Babcock Blvd,Pittsburgh,PA,15237,Bakers-Retail
40-349-2611,1,1,1,Ihop Restaurant,4656 Browns Hill Rd,Pittsburgh,PA,15217,Restaurants
40-350-1031,1,1,1,Daphne Cafe,5811 Ellsworth Ave,Pittsburgh,PA,15232,Restaurants
40-352-1975,1,1,1,Pizza Palermo,7343 Saltsburg Rd,Pittsburgh,PA,15235,Pizza
40-352-1975,1,1,1,Pizza Palermo,7615 Saltsburg Rd,Plum,PA,15239,Pizza
40-359-0170,1,1,0,California Pizza Kitchen,1000 Ross Park Mall Dr # F17,Pittsburgh,PA,15237,Pizza
40-363-4332,1,1,1,Elegant Chaircover Designs LLC,203 Parkway View Dr,Pittsburgh,PA,15205,Caterers
40-363-4332,1,1,1,Elegant Chaircover Designs LLC,203 Parkway View Dr,Pittsburgh,PA,15205,
40-367-3972,1,1,1,180 Medical,500 Business Center Dr # 3,Pittsburgh,PA,15205,Physicians & Surgeons Equip & Supls-Whls
40-368-0935,1,1,1,Lelulo's Pizzeria LLC,311 Unity Center Rd,Pittsburgh,PA,15239,Pizza
40-376-3062,1,1,1,Cattivo,146 44th St,Pittsburgh,PA,15201,Bars
40-383-7353,1,1,0,Di Bella's Old Fashioned Subs,222 5th Ave,Pittsburgh,PA,15222,Restaurants
40-397-5332,1,1,1,Park Bruges Cafe,5801 Bryant St,Pittsburgh,PA,15206,Restaurants
40-417-0290,1,1,1,Rita's Italian Ice/Frzn Cstrd,2070 Greentree Rd,Pittsburgh,PA,15220,Ice Cream Parlors
40-420-8198,2,2,2,Kayla's Cafe,307 North Ave,Pittsburgh,PA,15209,Restaurants
40-420-8198,2,2,2,Millvale Diner,307 North Ave,Millvale,PA,15209,Restaurants
40-423-5073,0,1,1,Kason's,311 4th Ave,Pittsburgh,PA,15222,Caterers
40-423-5234,1,1,1,Crm Enterprises,1883 Painters Run Rd,Pittsburgh,PA,15241,Caterers
40-423-5490,1,0,0,Coffee Tree Roasters,151 Bakery Square Blvd,Pittsburgh,PA,15206,Coffee Shops
40-423-5866,1,1,1,Luke & Mikes Front Porch,235 Commercial Ave,Pittsburgh,PA,15215,Restaurants
40-423-6343,1,1,1,Razzy Fresh,300 S Craig St,Pittsburgh,PA,15213,Ice Cream Parlors
40-423-6345,0,1,1,Rita's Italian Ice/Frzn Cstrd,2429 E Carson St,Pittsburgh,PA,15203,Ice Cream Parlors
40-423-7784,1,1,1,Brgr,5997 Centre Ave,Pittsburgh,PA,15206,Restaurants
40-423-7796,1,1,1,China Max,1000 Ross Park Mall Dr # Vc7,Pittsburgh,PA,15237,Restaurants
40-423-7797,1,1,1,Chipotle Mexican Grill,211 Forbes Ave,Pittsburgh,PA,15222,Restaurants
40-423-7803,1,1,1,Common Place Coffee Shop,5827 Forbes Ave,Pittsburgh,PA,15217,Coffee & Tea
40-423-7814,1,1,0,Empire Palace,5100 Corporate Dr,Mcknight,PA,15237,Restaurants
40-423-7814,1,1,0,Empire Palace,5100 Corporate Dr,Pittsburgh,PA,15237,Restaurants
40-423-7815,0,1,1,Fads Sandwich Shop,410 Forbes Ave,Pittsburgh,PA,15219,Restaurants
40-423-7816,1,1,1,Fatty Daddy's,2443 Wylie Ave,Pittsburgh,PA,15219,Restaurants
40-423-7821,1,1,1,Giovanni's Italian Grill,1639 S Braddock Ave,Pittsburgh,PA,15218,Restaurants
40-423-7831,1,1,1,Huckle's Restaurant & Bar,4550 Mcknight Rd,Pittsburgh,PA,15237,Restaurants
40-423-7835,1,1,1,Krista's Cantina,2650 California Ave,Pittsburgh,PA,15212,Restaurants
40-423-7837,1,1,1,Las Palmas,326 Atwood St,Pittsburgh,PA,15213,Restaurants
40-423-7839,1,1,0,Las Palmas,700 Brookline Blvd,Pittsburgh,PA,15226,Restaurants
40-423-7850,1,1,1,Mintt,3033 Banksville Rd,Pittsburgh,PA,15216,Restaurants
40-423-7854,1,1,1,Nancetta's,1200 Old Freeport Rd,Pittsburgh,PA,15238,Restaurants
40-423-7868,1,0,0,Rivertown Northshore,337 N Shore Dr,Pittsburgh,PA,15212,Restaurants
40-423-7890,1,1,1,T's Restaurant & Lounge,7526 Washington Ave,Pittsburgh,PA,15218,Restaurants
40-423-7891,0,1,1,Tucci's,4624 Liberty Ave,Pittsburgh,PA,15224,Restaurants
40-423-7892,1,0,0,Tupperware,109 Country Ln,Pittsburgh,PA,15229,Home Demonstration-Merchandise
40-423-8089,1,1,1,Obey House,1337 Steuben St,Pittsburgh,PA,15220,Restaurants
40-423-8092,1,1,1,Tavern 51,4604 Clairton Blvd,Pittsburgh,PA,15236,Bars
40-436-8329,1,1,1,Deli On North,4 E North Ave,Pittsburgh,PA,15212,Restaurants
40-436-8329,1,1,1,Deli On North,4 E North Ave,Pittsburgh,PA,15212,
40-436-8366,1,1,1,Buffalo Wild Wings Grill & Bar,3469 William Penn Hwy,Pittsburgh,PA,15235,Restaurants
40-437-9038,1,1,1,Carmi LLC,1825 E Carson St,Pittsburgh,PA,15203,Restaurants
40-437-9038,1,1,1,Carmi Soul Food,1825 E Carson St,Pittsburgh,PA,15203,Restaurants
40-452-8256,1,1,1,Amili's Pizzeria,2816 Golden Mile Hwy,Pittsburgh,PA,15239,Pizza
40-458-6038,1,1,0,Tuesday Morning,3430 William Penn Hwy,Pittsburgh,PA,15235,Gift Shops
40-462-8944,1,1,1,Jimmy John's,6425 Penn Ave,Pittsburgh,PA,15206,Restaurants
40-462-8951,1,0,0,Tgi Friday's,1027 5th Ave,Pittsburgh,PA,15219,Restaurants
40-468-5432,1,1,1,Vocelli,2101 Greentree Rd # B11o,Pittsburgh,PA,15220,Pizza
40-468-5432,1,1,1,Vocelli Pizza,2101 Greentree Rd # B110,Pittsburgh,PA,15220,Pizza
40-468-5440,1,1,1,Wing Street,2150 Brownsville Rd # 100,Pittsburgh,PA,15210,Restaurants
40-468-5440,1,1,1,Wing Street,2158 Brownsville Rd,Pittsburgh,PA,15210,Restaurants
40-468-5450,1,1,0,Crazy Mocha Coffee Co,225 Ross St,Pittsburgh,PA,15219,Coffee Shops
40-468-5450,1,1,0,Crazy Mocha Coffee Crazy Mocha,225 Ross St,Pittsburgh,PA,15219,Restaurants
40-468-5452,1,1,1,Starbucks,1717 Cochran Rd # 8,Pittsburgh,PA,15220,Coffee Shops
40-468-5458,1,1,0,Nola On The Square,24 Market Sq # 1,Pittsburgh,PA,15222,Restaurants
40-468-5464,1,1,1,Tram's Kitchen,4050 Penn Ave,Pittsburgh,PA,15224,Restaurants
40-468-5467,1,1,1,Harris Grill,5747 Ellsworth Ave,Pittsburgh,PA,15232,Restaurants
40-478-9921,1,1,1,Brighton Heights Java N Cream,3619 California Ave,Pittsburgh,PA,15212,Coffee Shops
40-480-1304,1,1,1,Adrian's Pizza,605 Thompson Run Rd,Pittsburgh,PA,15237,Pizza
40-480-1978,1,1,0,Baby Face's Deli & Catering,1000 Omega Dr,Pittsburgh,PA,15205,Restaurants
40-480-1978,1,1,0,Baby Face's Deli & Catering,1000 Omega Dr,Pittsburgh,PA,15205,Caterers
40-495-5744,1,1,1,Whole Enchilada Inc,5740 Baum Blvd # 2,Pittsburgh,PA,15206,Restaurants
40-614-5782,1,1,1,Ginza,4734 Liberty Ave,Pittsburgh,PA,15224,Restaurants
40-614-6484,1,1,0,Characters Lounge Inc,2622 Brownsville Rd,Pittsburgh,PA,15227,Cocktail Lounges
40-615-6465,1,1,1,Sheetz,3457 William Penn Hwy,Pittsburgh,PA,15235,Convenience Stores
40-647-8966,1,1,1,Cafe Milano,134 6th St,Pittsburgh,PA,15222,Pizza
40-647-9030,1,1,1,Dipietro's,412 Perry Hwy,Pittsburgh,PA,15229,Espresso & Espresso Bars
40-647-9030,1,1,1,Dipietro's,412 Perry Hwy,Pittsburgh,PA,15229,
40-648-0020,1,1,1,Denny's,2701 Freeport Rd,Pittsburgh,PA,15238,Restaurants
40-859-7513,1,1,1,Arsenal Cider House & Wine Cel,300 39th St,Pittsburgh,PA,15201,Restaurants
40-863-7814,1,1,1,Ikaros Gourmet Co Inc,1412 Chelton Ave,Pittsburgh,PA,15226,Caterers
40-863-8632,0,0,1,Eat'n Park,1250 Banksvlle Road & Crane Av,Pittsburgh,PA,15216,Restaurants
40-864-0172,1,1,1,Eat'n Park,410 Vista Park Dr,Pittsburgh,PA,15205,Restaurants
40-864-0172,1,1,1,Eat'n Park Distribution,410 Vista Park Dr,Pittsburgh,PA,15205,Restaurants
40-864-4492,1,1,1,Ardolino Inc,1141 Boyce Rd,Pittsburgh,PA,15241,Pizza
40-864-4492,1,1,1,Ardolino's Pizza,1141 Boyce Rd,Pittsburgh,PA,15241,Pizza
40-865-0062,1,1,1,Original Gyro,3611 Library Rd,Pittsburgh,PA,15234,Restaurants
40-865-0062,1,1,1,Original Gyros,3611 Library Rd,Pittsburgh,PA,15234,Restaurants
40-865-0475,1,1,1,Hong Kong Express,529 Court Pl,Pittsburgh,PA,15219,Restaurants
40-866-4153,1,1,1,Vocelli Pizza,112 Abbeyville Rd,Pittsburgh,PA,15228,Pizza
40-866-4677,1,1,1,Charlies Diner,5130 Beeler St,Pittsburgh,PA,15217,Restaurants
40-867-1421,1,1,1,Bbq Spot,7600 Hamilton Ave,Pittsburgh,PA,15208,Restaurants
40-868-1283,1,1,1,Nicky's Mobile Bbq Catering Co,9120 Plateau Dr,Pittsburgh,PA,15237,Caterers
40-868-1657,1,0,0,Tasty Chinese Restaurant,213 S Highland Ave,Pittsburgh,PA,15206,Restaurants
40-868-1910,1,1,1,Bountiful Foods & Gift Baskets,8130 Perry Hwy,Pittsburgh,PA,15237,Gift Baskets & Parcels
40-868-1910,1,1,1,Bountiful Foods & Gift Baskets,8130 Perry Hwy,Pittsburgh,PA,15237,Gift Shops
