Version Year,IUSA Number,Company Name,Address,City,State,ZIP Code,Primary SIC Description
2020,63-507-1145,Crazy Mocha Coffee,500 Grant St # 7,Pittsburgh,PA,15219,Coffee Shops
2020,71-556-5247,Crazy Mocha Coffee,309 Smithfield St # 110,Pittsburgh,PA,15222,Coffee Shops
2020,26-669-6434,Crazy Mocha Coffee Co,4032 Butler St,Pittsburgh,PA,15201,Coffee Shops
2020,63-431-9727,Crazy Mocha Coffee Co,420 Fort Duquesne Blvd # 185,Pittsburgh,PA,15222,Coffee Shops
2020,46-437-4495,Crazy Mocha Coffee Co,207 Oakland Ave,Pittsburgh,PA,15213,Coffee Shops
2020,40-468-5450,Crazy Mocha Coffee Co,225 Ross St,Pittsburgh,PA,15219,Coffee Shops
2020,25-671-5830,Crazy Mocha Coffee Co,4400 Forbes Ave,Pittsburgh,PA,15213,Coffee Shops
2020,73-585-9280,Crazy Mocha South,2729 E Carson St,Pittsburgh,PA,15203,Coffee Shops
2020,17-958-1558,Crazy Mocha-Shady Side,5830 Ellsworth Ave # 100,Pittsburgh,PA,15232,Restaurants
2020,53-350-5475,Creperie St Jean,1001 Perry Hwy,Pittsburgh,PA,15237,Restaurants
2020,74-467-0630,Cribs,810 River Ave # 250,Pittsburgh,PA,15212,Restaurants
2020,68-219-6415,Cricket Lounge,280 Morewood Ave,Pittsburgh,PA,15213,Cocktail Lounges
2020,40-423-5234,Crm Enterprises,1883 Painters Run Rd,Pittsburgh,PA,15241,Caterers
2020,11-816-2114,Crowne Plaza-South,164 Fort Couch Rd,Pittsburgh,PA,15241,Hotels & Motels
2020,42-240-5926,Crust Cafe & Pizzeria,509 Painters Run Rd,Pittsburgh,PA,15228,Restaurants
2020,71-556-5243,Cucina Vitale,2516 E Carson St,Pittsburgh,PA,15203,Restaurants
2020,43-554-5759,Cup Ka Joe Inc,25 S 27th St,Pittsburgh,PA,15203,Coffee Shops
2020,43-698-8332,Cupcake Rainbow Weasel LLC,4213 Murray Ave,Pittsburgh,PA,15217,Bars
2020,71-519-0476,Cupka 1,48 S 27th St,Pittsburgh,PA,15203,Restaurants
2020,41-605-7213,Cure,5336 Butler St,Pittsburgh,PA,15201,Restaurants
2020,25-353-3756,Curry Away,247 Edgewood Ave,Pittsburgh,PA,15218,Restaurants
2020,41-535-1006,Custard's First Stand,315 Camp Horne Rd,Pittsburgh,PA,15202,Restaurants
2020,72-384-6437,Custom Banquet & Catering LLC,180 Gamma Dr,Pittsburgh,PA,15238,Caterers
2020,61-289-4139,Cuzamil Restaurante Mexicano,2109 Murray Ave,Pittsburgh,PA,15217,Restaurants
2020,43-286-6752,D & D Good Time LLC,1304 Evergreen Ave,Pittsburgh,PA,15209,Restaurants
2020,53-351-6548,D's Sixpax & Dogz,1118 S Braddock Ave,Pittsburgh,PA,15218,Restaurants
2020,26-181-2903,Dairy Queen,301 S Hills Vlg # 2213b,Pittsburgh,PA,15241,Ice Cream Parlors
2020,40-279-3844,Dairy Queen,268 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Ice Cream Parlors
2020,42-194-6574,Dairy Queen,100 Robinson Center Dr # 2560,Pittsburgh,PA,15205,Ice Cream Parlors
2020,68-756-0706,Dairy Queen,1000 Ross Park Mall Dr # Vc8,Pittsburgh,PA,15237,Ice Cream Parlors
2020,83-206-3465,Dairy Queen,3002 Babcock Blvd,Pittsburgh,PA,15237,Ice Cream Parlors
2020,83-146-7915,Dairy Queen,1039 Perry Hwy,Pittsburgh,PA,15237,Ice Cream Parlors
2020,58-871-1614,Dairy Queen,1693 Mcfarland Rd,Pittsburgh,PA,15216,Ice Cream Parlors
2020,11-826-7210,Dairy Queen,4276 Ohio River Blvd,Pittsburgh,PA,15202,Ice Cream Parlors
2020,22-789-7337,Dancing Bean,5301 Grove Rd # A545-3,Pittsburgh,PA,15236,Coffee Shops
2020,40-350-1031,Daphne Cafe,5811 Ellsworth Ave,Pittsburgh,PA,15232,Restaurants
2020,11-833-5744,Dave & Andy's Homemade Ice,207 Atwood St,Pittsburgh,PA,15213,Restaurants
2020,74-170-1174,Dave & Buster's,6260 Northway Dr,Pittsburgh,PA,15237,Restaurants
2020,11-847-5367,Deblasio's,1717 Cochran Rd,Pittsburgh,PA,15220,Restaurants
2020,73-186-6334,Deep Sea Drinkery,245 7th St,Pittsburgh,PA,15222,Restaurants
2020,40-423-7797,Chipotle Mexican Grill,211 Forbes Ave,Pittsburgh,PA,15222,Restaurants
2020,42-170-3189,Chipotle Mexican Grill,1614 Cochran Rd,Pittsburgh,PA,15220,Restaurants
2020,71-859-9547,Chipotle Mexican Grill,1027 Freeport Rd,Pittsburgh,PA,15238,Restaurants
2020,71-640-2716,Chipotle Mexican Grill,3615 Forbes Ave,Pittsburgh,PA,15213,Restaurants
2020,69-609-3426,Chipotle Mexican Grill,4861 Mcknight Rd,Pittsburgh,PA,15237,Restaurants
2020,61-901-8716,Chipotle Mexican Grill,4800 Baum Blvd,Pittsburgh,PA,15213,Restaurants
2020,72-384-4286,Chipotle Mexican Grill,4611 Forbes Ave,Pittsburgh,PA,15213,Restaurants
2020,73-853-1203,Chipotle Mexican Grill,8870 Covenant Ave,Pittsburgh,PA,15237,Restaurants
2020,70-705-9923,Chompchange LLC,4115 Butler St,Pittsburgh,PA,15201,Restaurants
2020,71-440-9319,Choolaah Indian Bbq,180 Fort Couch Rd # 150,Pittsburgh,PA,15241,Restaurant Management
2020,35-755-8188,Chopstick House,2798 Robinson Blvd,Pittsburgh,PA,15235,Restaurants
2020,11-831-9524,Chris Candies Inc,1557 Spring Garden Ave,Pittsburgh,PA,15212,Candy & Confectionery-Manufacturers
2020,97-494-3359,Christos,130 6th St,Pittsburgh,PA,15222,Restaurants
2020,40-074-7762,Chubby's Pizza-Hoagies Nrthsd,3627 California Ave,Pittsburgh,PA,15212,Restaurants
2020,21-872-7709,Chuck E Cheese's,20 Mcintyre Square Dr,Pittsburgh,PA,15237,Pizza
2020,35-834-3531,Church Brew Works,3525 Liberty Ave,Pittsburgh,PA,15201,Brewers (Mfrs)
2020,73-103-9729,Cinderlands,3705 Butler St,Pittsburgh,PA,15201,Restaurants
2020,72-611-0495,Cinnabon,1000 Airport Blvd,Pittsburgh,PA,15231,Bakers-Retail
2020,74-372-2086,Cinnabon,100 Robinson Center Dr,Pittsburgh,PA,15205,Bakers-Retail
2020,67-232-7350,Cioppino Restaurant-Cigar Bar,2350 Railroad St,Pittsburgh,PA,15222,Restaurants
2020,42-168-3263,Cips Sports Bar,3024 W Liberty Ave,Pittsburgh,PA,15216,Bars
2020,83-205-6857,Circle Inn-Pittsburgh,34 E Crafton Ave,Crafton,PA,15205,Restaurants
2020,70-681-7104,Circolo Woodfired,2100 E Carson St,Pittsburgh,PA,15203,Restaurants
2020,39-666-0516,Circuit Center & Ballroom,5 Hot Metal St,Pittsburgh,PA,15203,Caterers
2020,71-742-2079,City Cafe,106 E Swissvale Ave,Pittsburgh,PA,15218,Restaurants
2020,69-065-6913,City Cafe,951 Liberty Ave,Pittsburgh,PA,15222,Restaurants
2020,42-243-6416,City Oven,336 4th Ave # 1,Pittsburgh,PA,15222,Pizza
2020,72-513-4776,City Works Eatery & Pour House,2 Ppg Pl # 11,Pittsburgh,PA,15222,Restaurants
2020,25-721-4924,Claddagh Irish Pub,407 Cinema Dr,Pittsburgh,PA,15203,Restaurants
2020,40-070-6719,Clark Bar & Grill,503 Martindale St # 100,Pittsburgh,PA,15212,Restaurants
2020,73-400-0438,Clean Juice Bar,5829 Penn Ave,Pittsburgh,PA,15206,Juice Bars
2020,11-846-1292,Cleaners Chuongs,946 Brookline Blvd,Pittsburgh,PA,15226,Restaurants
2020,40-313-6981,Cliffside Ice Cream & Cafe,181 Butler St,Pittsburgh,PA,15223,Ice Cream Parlors
2020,43-038-5717,Climo's Catering,3891 Brighton Rd,Pittsburgh,PA,15212,Caterers
2020,74-370-0352,Club,1000 Airport Blvd,Pittsburgh,PA,15231,Restaurants
2020,56-497-1331,Club Cafe,56 S 12th St,Pittsburgh,PA,15203,Night Clubs
2020,42-597-3271,Coachs Bottleshop & Grille,3105 Banksville Rd,Pittsburgh,PA,15216,Restaurants
2020,42-199-8566,Coal Hill Steakhouse At,1212 Grandview Ave,Pittsburgh,PA,15211,Restaurants
2020,60-483-3095,Cocina De Mexico,633 Smithfield St,Pittsburgh,PA,15222,Restaurants
2020,40-217-3969,Cocina Mandoza,300 Mount Lebanon Blvd,Pittsburgh,PA,15234,Restaurants
2020,42-783-4475,Coffee & Cream,517 Greenfield Ave,Pittsburgh,PA,15207,Coffee Shops
2020,72-791-3690,Coffee Etc,3754 Willow Ave,Pittsburgh,PA,15234,Coffee Shops
2020,89-982-3868,Coffee Tree Roaster,48 Fox Chapel Rd,Pittsburgh,PA,15238,Coffee Shops
2020,94-615-1743,Coffee Tree Roasters,299 Beverly Rd,Pittsburgh,PA,15216,Coffee Shops
2020,42-509-1812,Coffee Tree Roasters,10 Old Clairton Rd,Pittsburgh,PA,15236,Coffee Shops
2020,22-814-5330,Coffee Tree Roasters,5524 Walnut St,Pittsburgh,PA,15232,Coffee Shops
2020,48-422-6097,Coffee Tree Roasters,5840 Forbes Ave,Pittsburgh,PA,15217,Coffee Shops
2020,42-039-9661,Coffee Tree Roasters,6425 Penn Ave,Pittsburgh,PA,15206,Bakers-Retail
2020,42-571-1516,Colangelo's Bakery,207 21st St,Pittsburgh,PA,15222,Restaurants
2020,60-336-0264,Cold Stone Creamery,1035 Freeport Rd,Pittsburgh,PA,15238,Ice Cream Parlors
2020,24-755-6004,Cold Stone Creamery,5800 Forbes Ave,Pittsburgh,PA,15217,Ice Cream Parlors
2020,24-383-9818,Cold Stone Creamery,6509 Robinson Center Dr,Pittsburgh,PA,15205,Ice Cream Parlors
2020,70-695-2274,Coleman's Catering Svc,6509 Alcoma Dr,Pittsburgh,PA,15235,Caterers
2020,72-345-0699,Colony Cafe,6333 Howe St,Pittsburgh,PA,15206,Restaurants
2020,43-816-4865,Comfort Inn-Conference Ctr,699 Rodi Rd,Pittsburgh,PA,15235,Hotels & Motels
2020,74-659-2446,Commerce Bar,128 S Highland Ave,Pittsburgh,PA,15206,Bars
2020,68-898-6405,Common Place Coffee,5467 Penn Ave,Pittsburgh,PA,15206,Coffee Shops
2020,73-794-4665,Common Place Coffee House,1501 Buena Vista St,Pittsburgh,PA,15212,Coffee Shops
2020,40-423-7803,Common Place Coffee Shop,5827 Forbes Ave,Pittsburgh,PA,15217,Coffee & Tea
2020,70-956-6979,Common Plea Catering,3700 Liberty Ave,Pittsburgh,PA,15201,Caterers
2020,72-559-5619,Common Plea Restaurant,3700 Liberty Ave,Pittsburgh,PA,15201,Restaurants
2020,70-773-8482,Commoner,458 Strawberry Way,Pittsburgh,PA,15219,Restaurants
2020,11-853-9527,Conca D'Oro Pizzeria,916 Presque Isle Dr,Pittsburgh,PA,15239,Pizza
2020,74-907-5363,Condado Tacos,4300 Butler St,Pittsburgh,PA,15201,Restaurants
2020,72-513-3855,Condado Tacos,971 Liberty Ave,Pittsburgh,PA,15222,Restaurants
2020,94-610-1110,Casbah,229 S Highland Ave,Pittsburgh,PA,15206,Restaurants
2020,71-441-0374,Casbah Mediterranean Kitchen,229 S Highland Ave,Pittsburgh,PA,15206,Restaurants
2020,43-201-2152,Casita Copan Inc,1237 Love St,Pittsburgh,PA,15218,Nonclassified Establishments
2020,44-664-9592,Castle Catering Svc,3360 Library Rd # 4,Pittsburgh,PA,15234,Caterers
2020,89-981-3299,Castle Place,331 Mount Lebanon Blvd,Castle Shannon,PA,15234,Restaurants
2020,83-203-2056,Castle Shannon Firemen's Hall,3600 Library Rd,Castle Shannon,PA,15234,Caterers
2020,41-987-3208,Catering By Eric Christopher,135 Old Farm Dr,Pittsburgh,PA,15239,Restaurants
2020,66-726-4311,Catering To The Community,330 Freeport Rd,Pittsburgh,PA,15238,Caterers
2020,40-376-3062,Cattivo,146 44th St,Pittsburgh,PA,15201,Bars
2020,42-806-7410,Cavo,1916 Smallman St,Pittsburgh,PA,15222,Night Clubs
2020,43-237-6783,Cavo Nightclub,1916 Smallman St,Pittsburgh,PA,15222,Night Clubs
2020,17-958-1293,Cc's Cafe,2218 Main St,Pittsburgh,PA,15215,Restaurants
2020,94-625-0123,Center Avenue Slice,332 Center Ave,Pittsburgh,PA,15229,Pizza
2020,70-489-4550,Central Diner & Grille,6408 Steubenville Pike,Pittsburgh,PA,15205,Restaurants
2020,74-220-4021,Centre Ave Catering,1070 Banksville Rd,Pittsburgh,PA,15216,Caterers
2020,70-013-6498,Cerasoli Pizzeria,3053 Brighton Rd,Pittsburgh,PA,15212,Restaurants
2020,42-598-4185,Champions Club,500 Mansfield Ave,Pittsburgh,PA,15205,Restaurants
2020,17-825-6178,Chan An Restaurant,2013 Wharton Sq,Pittsburgh,PA,15203,Restaurants
2020,44-666-4773,Chan Restaurant,37 Walsh Rd,Pittsburgh,PA,15205,Restaurants
2020,11-847-7827,Chan's Tea House,1009 W View Park Dr,Pittsburgh,PA,15229,Restaurants
2020,40-614-6484,Characters Lounge Inc,2622 Brownsville Rd,Pittsburgh,PA,15227,Cocktail Lounges
2020,66-725-9402,Charleys Philly Steaks,100 Robinson Center Dr # Fc-1,Pittsburgh,PA,15205,Restaurants
2020,66-358-8341,Charleys Philly Steaks,1000 Ross Park Mall Dr # 6,Pittsburgh,PA,15237,Restaurants
2020,40-866-4677,Charlies Diner,5130 Beeler St,Pittsburgh,PA,15217,Restaurants
2020,42-199-6688,Cheerleaders Gentlemen's Club,3100 Liberty Ave,Pittsburgh,PA,15201,Night Clubs
2020,24-212-1424,Cheesecake Factory,415 S 27th St,Pittsburgh,PA,15203,Restaurants
2020,61-574-1857,Cheesecake Factory,1000 Ross Park Mall Dr # M5,Pittsburgh,PA,15237,Restaurants
2020,73-632-5108,Chef Catering For A Day,66 Grace St # 1,Pittsburgh,PA,15205,Caterers
2020,21-872-7303,Chef Chen Chinese Restaurant,7211 Saltsburg Rd,Penn Hills,PA,15235,Restaurants
2020,74-490-7732,Chelsea's Pizza,3285 W Liberty Ave,Pittsburgh,PA,15216,Restaurants
2020,26-911-1050,Cherries Diner,115 Forbes Ave,Pittsburgh,PA,15222,Restaurants
2020,43-818-2222,Ches Anthony's Catering Inc,3202 Willett Rd,Pittsburgh,PA,15227,Caterers
2020,43-237-3796,Chev & Rachel's Family Diner,233 Center Ave,Pittsburgh,PA,15202,Restaurants
2020,74-053-3933,Chevere,11 Cherry St,Pittsburgh,PA,15223,Restaurants
2020,70-584-7825,Chick N Bubbly,117 Oakland Ave,Pittsburgh,PA,15213,Restaurants
2020,42-561-4045,Chick-Fil-A,4200 5th Ave,Oakland,PA,15213,Restaurants
2020,41-520-5406,Chick-Fil-A,3990 5th Ave,Pittsburgh,PA,15213,Restaurants
2020,72-192-4872,Chick-Fil-A,1000 Airport Blvd,Pittsburgh,PA,15231,Restaurants
2020,83-148-5065,Chick-Fil-A,1000 Ross Park Mall Dr # Vc4,Pittsburgh,PA,15237,Restaurants
2020,72-556-6188,Chick-Fil-A,7451 Mcknight Rd,Pittsburgh,PA,15237,Restaurants
2020,72-819-5696,Chick-Fil-A,600 Forbes Ave,Pittsburgh,PA,15219,Restaurants
2020,67-552-9754,Chick-Fil-A,1620 Washington Rd,Pittsburgh,PA,15241,Restaurants
2020,58-872-6281,Chick-Fil-A,100 Robinson Center Dr # Fc-5,Pittsburgh,PA,15205,Restaurants
2020,23-219-9471,Chick-Fil-A,120 Andrew Dr,Pittsburgh,PA,15275,Restaurants
2020,65-207-1564,Chicken Latino,2101 Penn Ave,Pittsburgh,PA,15222,Restaurants
2020,11-833-5322,Chief's Cafe,307 N Craig St,Pittsburgh,PA,15213,Bars
2020,37-897-5601,Chili's Grill & Bar,855 Freeport Rd,Pittsburgh,PA,15238,Restaurants
2020,83-147-0059,Chili's Grill & Bar,7404 Mcknight Rd,Pittsburgh,PA,15237,Restaurants
2020,40-201-3946,China & Max,300 S Hills Vlg,Pittsburgh,PA,15241,Restaurants
2020,97-477-7575,China Buffet King,2249 Noblestown Rd,Pittsburgh,PA,15205,Restaurants
2020,89-983-5268,China Garden,6393 Penn Ave,Pittsburgh,PA,15206,Restaurants
2020,94-623-5116,China House,4506 Liberty Ave,Pittsburgh,PA,15224,Restaurants
2020,21-872-7592,China House II,7400 Church St,Swissvale,PA,15218,Restaurants
2020,83-171-4217,China Inn,4609 Centre Ave,Pittsburgh,PA,15213,Restaurants
2020,25-889-1795,China Lin,5500 Butler St,Pittsburgh,PA,15201,Restaurants
2020,43-385-5860,China Max,100 Robinson Center Dr,Pittsburgh,PA,15205,Restaurants
2020,40-423-7796,China Max,1000 Ross Park Mall Dr # Vc7,Pittsburgh,PA,15237,Restaurants
2020,21-873-8318,China Star,3200 Mcintyre Square Dr,Pittsburgh,PA,15237,Restaurants
2020,11-836-5352,China Star,4219 Murray Ave,Pittsburgh,PA,15217,Restaurants
2020,53-350-5129,China Taste,630 E Ohio St,Pittsburgh,PA,15212,Restaurants
2020,71-437-1795,China Trade Consultants Inc,4 Smithfield St # 700,Pittsburgh,PA,15222,Restaurants
2020,94-618-0064,China Wok,1202 5th Ave,Pittsburgh,PA,15219,Restaurants
2020,21-872-7659,Chinatown Inn,522 3rd Ave,Pittsburgh,PA,15219,Restaurants
2020,60-954-7989,Chipotle Mexican Grill,310 Mcholme Dr,Pittsburgh,PA,15275,Restaurants
2020,42-541-6065,Chipotle Mexican Grill,1720 Washington Rd,Pittsburgh,PA,15241,Restaurants
2020,21-872-5885,Buca Di Beppo,6600 Robinson Center Dr,Pittsburgh,PA,15205,Restaurants
2020,43-317-0090,Buca Di Beppo,3 E Station Square Dr,Pittsburgh,PA,15219,Restaurants
2020,72-229-1496,Buckhead Saloon Pittsburgh,225 W Station Square Dr,Pittsburgh,PA,15219,Bars
2020,40-436-8366,Buffalo Wild Wings Grill & Bar,3469 William Penn Hwy,Pittsburgh,PA,15235,Restaurants
2020,98-241-1456,Buffalo Wild Wings Grill & Bar,480 Home Dr,Pittsburgh,PA,15275,Restaurants
2020,73-559-6333,Buford's Kitchen,1014 5th Ave,Pittsburgh,PA,15219,Restaurants
2020,72-462-7489,Bull River Taco,4849 Clairton Blvd,Pittsburgh,PA,15227,Restaurants
2020,43-146-9381,Bulldog Pub,1818 Morningside Ave,Pittsburgh,PA,15206,Restaurants
2020,96-746-1625,Buon Giorno Cafe Li,20 Stanwix St,Pittsburgh,PA,15222,Restaurants
2020,71-884-3414,Burgatory,750 Providence Blvd,Pittsburgh,PA,15237,Restaurants
2020,42-221-0238,Burgatory,300 Mcholme Dr,Pittsburgh,PA,15275,Restaurants
2020,71-588-7530,Burgatory North Shore,342 N Shore Dr,Pittsburgh,PA,15212,Restaurants
2020,69-722-8013,Burger King,2799 Freeport Rd # 28,Pittsburgh,PA,15238,Restaurants
2020,72-458-0156,Burger King,647 Smithfield St,Pittsburgh,PA,15222,Restaurants
2020,43-317-7992,Burger King,2379 Noblestown Rd,Pittsburgh,PA,15205,Restaurants
2020,50-561-2127,Burger King,415 Home Dr,Pittsburgh,PA,15275,Restaurants
2020,11-827-4711,Burger King,1820 E Carson St,Pittsburgh,PA,15203,Restaurants
2020,73-821-7717,Burger King,564 Forbes Ave,Pittsburgh,PA,15219,Restaurants
2020,83-139-8243,Burger King,1901 Golden Mile Hwy,Pittsburgh,PA,15239,Restaurants
2020,11-846-6069,Burger King,2900 Brownsville Rd,Pittsburgh,PA,15227,Restaurants
2020,72-596-5223,Burger King,Univ Of,Pittsburgh,PA,15261,Restaurants
2020,42-350-6917,Burgh Sportz Bar B,,Pittsburgh,PA,15231,Bars
2020,72-316-0910,Burgh'Ers,3601 Butler St,Pittsburgh,PA,15201,Restaurants
2020,73-388-2258,Burn By Rocky Patel,346 N Shore Dr,Pittsburgh,PA,15212,Cigar Cigarette & Tobacco Dealers-Retail
2020,43-431-5510,Butcher & The Rye,212 6th St,Pittsburgh,PA,15222,Restaurants
2020,73-513-6556,C & D Kitchen,5009 2nd Ave,Pittsburgh,PA,15207,Kitchen Cabinets & Equipment-Household
2020,41-538-6945,C J Chugs,1412 Diamond Ct,Pittsburgh,PA,15241,Bars
2020,43-298-2903,C S Pizza,183 Butler St,Pittsburgh,PA,15223,Restaurants
2020,40-084-5807,Cadillac Ranch,1060 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Restaurants
2020,11-837-9114,Cafe 5th,818 5th Ave,Pittsburgh,PA,15219,Restaurants
2020,42-199-7615,Cafe At The Frick,7227 Reynolds St,Pittsburgh,PA,15208,Restaurants
2020,35-879-8338,Cafe At The Lofts,1001 Progress St,Pittsburgh,PA,15212,Restaurants
2020,21-872-6388,Cafe Du Jour,1107 E Carson St,Pittsburgh,PA,15203,Restaurants
2020,39-675-7163,Cafe Io,300 Beverly Rd # A,Pittsburgh,PA,15216,Restaurants
2020,40-647-8966,Cafe Milano,134 6th St,Pittsburgh,PA,15222,Pizza
2020,72-140-4177,Cafe New York LLC,1621 S Braddock Ave,Pittsburgh,PA,15218,Restaurants
2020,40-081-2747,Cafe Notte,8070 Ohio River Blvd,Pittsburgh,PA,15202,Restaurants
2020,35-895-2497,Cafe On Main,914 Main St,Pittsburgh,PA,15215,Restaurants
2020,66-725-1599,Cafe Raymond,2009 Penn Ave,Pittsburgh,PA,15222,Bakers-Retail
2020,41-727-4199,Cafe Roma,4770 Liberty Ave # A,Pittsburgh,PA,15224,Restaurants
2020,83-171-2005,Cafe Sam,5242 Baum Blvd,Pittsburgh,PA,15224,Restaurants
2020,53-350-4585,Cafe Zinho,238 Spahr St,Pittsburgh,PA,15232,Restaurants
2020,41-777-6588,Caffe Mona,4200 Penn Ave,Pittsburgh,PA,15224,Restaurants
2020,11-835-2962,Cain's-A Saloon,3239 W Liberty Ave,Pittsburgh,PA,15216,Restaurants
2020,43-986-9558,Caliente Bar & Pizza,,Pittsburgh,PA,15213,Restaurants
2020,41-538-3976,Caliente Pizza & Drafthouse,4624 Liberty Ave,Pittsburgh,PA,15224,Pizza
2020,72-513-4788,California Coffee Bar,3619 California Ave,Pittsburgh,PA,15212,Coffee Shops
2020,40-359-0170,California Pizza Kitchen,1000 Ross Park Mall Dr # F17,Pittsburgh,PA,15237,Pizza
2020,74-193-3373,California Taco Shop,890 Butler St,Pittsburgh,PA,15223,Restaurants
2020,63-429-0431,Cambod-Ican Kitchen,1741 Arlington Ave,Pittsburgh,PA,15210,Restaurants
2020,40-221-4453,Cambria Hotel Pittsburgh,1320 Centre Ave,Pittsburgh,PA,15219,Hotels & Motels
2020,43-872-7301,Candies Cooking,2442 Wylie Ave,Pittsburgh,PA,15219,Caterers
2020,41-539-8130,Candlelight Lounge Inc,146 44th St,Pittsburgh,PA,15201,Restaurants
2020,71-717-8365,Cannon Coffee,1407 Woodbourne Ave,Pittsburgh,PA,15226,Coffee Shops
2020,65-350-6337,Capital Grille,301 5th Ave,Pittsburgh,PA,15222,Restaurants
2020,11-848-3460,Cappy's Cafe,5431 Walnut St,Pittsburgh,PA,15232,Restaurants
2020,42-120-8322,Cappy's Pizza & Ribs,1106 Castle Shannon Blvd,Pittsburgh,PA,15234,Pizza
2020,44-664-6820,Capri Pizza & Bar,6001 Penn Ave,Pittsburgh,PA,15206,Restaurants
2020,44-665-4261,Carbonara Ristorante,250 Mount Lebanon Blvd,Pittsburgh,PA,15234,Restaurants
2020,83-192-4899,Carl's Tavern,3386 William Penn Hwy,Pittsburgh,PA,15235,Bars
2020,11-837-9643,Carlton Restaurant,500 Grant St # Ul6,Pittsburgh,PA,15219,Restaurants
2020,70-007-1629,Carmella's,1908 E Carson St,Pittsburgh,PA,15203,Restaurants
2020,40-437-9038,Carmi Soul Food,1825 E Carson St,Pittsburgh,PA,15203,Restaurants
2020,71-750-5701,Carmody's Grille,4905 Grand Ave # 9,Pittsburgh,PA,15225,Restaurants
2020,40-217-3266,Carnegie Science Ctr,1 Allegheny Ave,Pittsburgh,PA,15212,Museums
2020,83-129-4665,Carol-Casey Pizza Carol Cstlln,11618 Penn Hills Dr,Pittsburgh,PA,15235,Restaurants
2020,70-011-5382,Carols Confections,125 W Station Square Dr,Pittsburgh,PA,15219,Candy & Confectionery-Retail
2020,50-567-7021,Carrick Inn,1144 Brownsville Rd,Pittsburgh,PA,15210,Bars
2020,39-958-1495,Carson City Saloon,1401 E Carson St,Pittsburgh,PA,15203,Bars
2020,35-832-0257,Carson Street Deli-Craft Beer,1507 E Carson St,Pittsburgh,PA,15203,Restaurants
2020,42-750-6279,Casa Rasta,1204 Federal St,Pittsburgh,PA,15212,Restaurants
2020,41-777-9479,Casa Rasta LLC,2056 Broadway Ave,Pittsburgh,PA,15216,Restaurants
2020,23-466-8887,Birmingham Bridge Tavern,2901 Sarah St,Pittsburgh,PA,15203,Restaurants
2020,60-962-2402,Bistro 19,711 Washington Rd,Pittsburgh,PA,15228,Restaurants
2020,64-348-1690,Bistro To Go LLC,415 E Ohio St # A,Pittsburgh,PA,15212,Restaurants
2020,71-045-8239,Bj's Restaurant & Brewhouse,8970 Covenant Ave,Pittsburgh,PA,15237,Restaurants
2020,71-543-3312,Black Forge Coffee House,1206 Arlington Ave,Pittsburgh,PA,15210,Coffee Shops
2020,43-497-6925,Blair Trio Enterprises LLC,1500 E Carson St,Pittsburgh,PA,15203,Restaurants
2020,73-431-9985,Blaze Pizza,290 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Pizza
2020,73-982-5915,Blaze Pizza,8011 Mcknight Rd # B,Pittsburgh,PA,15237,Pizza
2020,72-229-1411,Blaze Pizza,200 Settlers Ridge Center Dr,Pittsburgh,PA,15205,Pizza
2020,53-350-3579,Blinky's Noble Grill & Bar,2350 Noblestown Rd # 11,Pittsburgh,PA,15205,Restaurants
2020,43-436-8390,Blowfish Bbq,2027 Noble St # 1,Swissvale,PA,15218,Restaurants
2020,71-569-1384,Blue Canary Cafe LLC,300 Mount Lebanon Blvd # 8,Pittsburgh,PA,15234,Restaurants
2020,66-726-5615,Blue Moon On Butler St,5115 Butler St,Pittsburgh,PA,15201,Bars
2020,41-752-9812,Bluebird Kitchen,221 Forbes Ave,Pittsburgh,PA,15222,Restaurants
2020,89-983-1598,Blush,135 9th St,Pittsburgh,PA,15222,Entertainers
2020,31-361-4653,Bob Evans Restaurant,7412 Mcknight Rd,Pittsburgh,PA,15237,Restaurants
2020,48-422-5925,Bob Evans Restaurant,1 Mariner Ct,Pittsburgh,PA,15238,Restaurants
2020,70-728-6333,Bob's Diner,1230 Grove Rd,Pittsburgh,PA,15234,Restaurants
2020,70-535-9023,Bob's Diner,1870 Painters Run Rd,Pittsburgh,PA,15241,Restaurants
2020,11-853-4023,Bob's Garage,1372 Freeport Rd,Pittsburgh,PA,15238,Restaurants
2020,42-369-5765,Bob's Subs Inc,215 Smithfield St,Pittsburgh,PA,15222,Restaurants
2020,48-422-7129,Bob-Bets Lounge,5455 Curry Rd,Pittsburgh,PA,15236,Restaurants
2020,72-255-3074,Boba Tea Bar Inc,1000 Ross Park Mall Dr # N5,Pittsburgh,PA,15237,Restaurants
2020,43-159-3640,Bobby Sue's Inc,448 Perry Hwy,Pittsburgh,PA,15229,Restaurants
2020,41-539-7827,Bobby's Lounge,3304 Saw Mill Run Blvd,Pittsburgh,PA,15227,Restaurants
2020,70-593-4692,Boiler Room Pittsburgh,1070 Banksville Rd,Pittsburgh,PA,15216,Caterers
2020,43-985-5019,Bonefish Grill,8950 Covenant Ave,Pittsburgh,PA,15237,Restaurants
2020,42-542-1425,Bonefish Grill,1835 Washington Rd,Upper St Clair,PA,15241,Restaurants
2020,42-795-3539,Boom Boom Room,,Pittsburgh,PA,15207,Night Clubs
